Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
PARC CLEMATIS,8E Jalan Lempeng  #10-57 ,1,97,Strata,1722000,-,17753,1649,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128827,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #22-35 ,1,42,Strata,756000,-,18000,1672,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #19-24 ,1,100,Strata,1747000,-,17470,1623,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #21-24 ,1,100,Strata,1753000,-,17530,1629,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #09-25 ,1,65,Strata,1127000,-,17338,1611,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #07-35 ,1,42,Strata,707000,-,16833,1564,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #18-52 ,1,42,Strata,755000,-,17976,1670,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128827,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #03-52 ,1,42,Strata,707000,-,16833,1564,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128827,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #20-58 ,1,85,Strata,1446000,-,17012,1580,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,126740,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #03-58 ,1,85,Strata,1394000,-,16400,1524,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,126740,West Region,Clementi
TREASURE AT TAMPINES,37 Tampines Lane  #04-122 ,1,61,Strata,857000,-,14049,1305,31-AUG-2019,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528467,East Region,Tampines
PARC CLEMATIS,8A Jalan Lempeng  #06-18 ,1,66,Strata,1156000,-,17515,1627,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
THE FLORENCE RESIDENCES,93 Hougang Avenue 2  #11-59 ,1,65,Strata,1082000,-,16646,1546,31-AUG-2019,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,538865,North East Region,Hougang
PARC CLEMATIS,8B Jalan Lempeng  #10-33 ,1,77,Strata,1350000,-,17532,1629,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PIERMONT GRAND,38 Sumang Walk  #03-34 ,1,92,Strata,1028000,-,11174,1038,31-AUG-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,HDB,19,82,828624,North East Region,Punggol
PARC CLEMATIS,8B Jalan Lempeng  #20-26 ,1,42,Strata,751000,-,17881,1661,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
THE FLORENCE RESIDENCES,97 Hougang Avenue 2  #07-79 ,1,87,Strata,1286000,-,14782,1373,31-AUG-2019,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,533753,North East Region,Hougang
PARC CLEMATIS,8B Jalan Lempeng  #04-25 ,1,65,Strata,1100000,-,16923,1572,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PIERMONT GRAND,28 Sumang Walk  #13-15 ,1,140,Strata,1712300,-,12231,1136,31-AUG-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,HDB,19,82,828619,North East Region,Punggol
NYON,12 Amber Road  #04-04 ,1,45,Strata,1043000,-,23178,2153,31-AUG-2019,Apartment,Freehold,Uncompleted,New Sale,N.A,15,43,439858,Central Region,Marine Parade
NYON,12 Amber Road  #05-04 ,1,45,Strata,1034000,-,22978,2135,31-AUG-2019,Apartment,Freehold,Uncompleted,New Sale,N.A,15,43,439858,Central Region,Marine Parade
PARC CLEMATIS,8B Jalan Lempeng  #09-26 ,1,42,Strata,718000,-,17095,1588,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #21-26 ,1,42,Strata,754000,-,17952,1668,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
THE GARDEN RESIDENCES,9 Serangoon North View  #11-42 ,1,74,Strata,1360500,-,18385,1708,31-AUG-2019,Apartment,99 Yrs From 30/10/2017,Uncompleted,New Sale,N.A,19,55,554347,North East Region,Serangoon
PARC CLEMATIS,8F Jalan Lempeng  #10-60 ,1,67,Strata,1138000,-,16985,1578,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,126740,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #06-26 ,1,42,Strata,705000,-,16786,1559,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #07-33 ,1,77,Strata,1327000,-,17234,1601,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
AFFINITY AT SERANGOON,22 Serangoon North Avenue 1  #09-29 ,1,50,Strata,789000,-,15780,1466,31-AUG-2019,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,N.A,19,55,554338,North East Region,Serangoon
PARC CLEMATIS,8A Jalan Lempeng  #06-23 ,1,67,Strata,1120000,-,16716,1553,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
AMBER 45,45 Amber Road  #21-06 ,1,118,Strata,2499000,-,21178,1967,31-AUG-2019,Apartment,Freehold,Uncompleted,New Sale,N.A,15,43,439886,Central Region,Marine Parade
PARC CLEMATIS,8 Jalan Lempeng  #09-13 ,1,84,Strata,1447000,-,17226,1600,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
PARC CLEMATIS,6A Jalan Lempeng  #20-08 ,1,116,Strata,2137000,-,18422,1711,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128822,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #05-26 ,1,42,Strata,702000,-,16714,1553,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #02-26 ,1,42,Strata,697000,-,16595,1542,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
THE FLORENCE RESIDENCES,81 Hougang Avenue 2  #05-05 ,1,59,Strata,925000,-,15678,1457,31-AUG-2019,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,538859,North East Region,Hougang
PARC CLEMATIS,8C Jalan Lempeng  #16-36 ,1,42,Strata,741000,-,17643,1639,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
NYON,12 Amber Road  #02-01 ,1,67,Strata,1500000,-,22388,2080,31-AUG-2019,Apartment,Freehold,Uncompleted,New Sale,HDB,15,43,439858,Central Region,Marine Parade
PARC CLEMATIS,8A Jalan Lempeng  #08-19 ,1,69,Strata,1222000,-,17710,1645,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
MARGARET VILLE,20 Margaret Drive  #29-06 ,1,61,Strata,1242542,-,20370,1892,31-AUG-2019,Apartment,99 Yrs From 13/03/2017,Uncompleted,New Sale,N.A,03,14,149312,Central Region,Queenstown
STIRLING RESIDENCES,23 Stirling Road  #20-21 ,1,91,Strata,1759000,-,19330,1796,31-AUG-2019,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148961,Central Region,Queenstown
PARC CLEMATIS,8C Jalan Lempeng  #08-37 ,1,48,Strata,819000,-,17063,1585,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #10-28 ,1,48,Strata,845000,-,17604,1635,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #11-27 ,1,42,Strata,729000,-,17357,1613,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #17-16 ,1,84,Strata,1462000,-,17405,1617,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #16-16 ,1,84,Strata,1459000,-,17369,1614,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #16-24 ,1,100,Strata,1738000,-,17380,1615,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #22-24 ,1,100,Strata,1756000,-,17560,1631,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #06-16 ,1,84,Strata,1426000,-,16976,1577,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
THE FLORENCE RESIDENCES,97 Hougang Avenue 2  #06-80 ,1,45,Strata,698000,-,15511,1441,31-AUG-2019,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,533753,North East Region,Hougang
PARC CLEMATIS,8B Jalan Lempeng  #11-26 ,1,42,Strata,724000,-,17238,1601,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #03-26 ,1,42,Strata,698000,-,16619,1544,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #11-54 ,1,97,Strata,1682000,-,17340,1611,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128827,West Region,Clementi
TREASURE AT TAMPINES,5 Tampines Lane  #07-19 ,1,85,Strata,1208000,-,14212,1320,31-AUG-2019,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528485,East Region,Tampines
PARC CLEMATIS,8E Jalan Lempeng  #11-51 ,1,42,Strata,737000,-,17548,1630,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128827,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #08-51 ,1,42,Strata,724000,-,17238,1601,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128827,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #07-32 ,1,64,Strata,1053000,-,16453,1529,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #08-27 ,1,42,Strata,720000,-,17143,1593,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #03-37 ,1,48,Strata,795000,-,16563,1539,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
STIRLING RESIDENCES,23 Stirling Road  #38-17 ,1,71,Strata,1483000,-,20887,1940,31-AUG-2019,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148961,Central Region,Queenstown
PARC CLEMATIS,8 Jalan Lempeng  #11-13 ,1,84,Strata,1453000,-,17298,1607,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128796,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #17-27 ,1,42,Strata,747000,-,17786,1652,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #05-52 ,1,42,Strata,712000,-,16952,1575,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128827,West Region,Clementi
TREASURE AT TAMPINES,17 Tampines Lane  #04-63 ,1,43,Strata,656000,-,15256,1417,31-AUG-2019,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,HDB,18,52,528477,East Region,Tampines
PARC CLEMATIS,8C Jalan Lempeng  #20-36 ,1,42,Strata,753000,-,17929,1666,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #20-62 ,1,100,Strata,1775000,-,17750,1649,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,126740,West Region,Clementi
PIERMONT GRAND,42 Sumang Walk  #11-46 ,1,97,Strata,1072000,-,11052,1027,31-AUG-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,HDB,19,82,828626,North East Region,Punggol
PARC CLEMATIS,8B Jalan Lempeng  #11-25 ,1,65,Strata,1133000,-,17431,1619,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #22-26 ,1,42,Strata,757000,-,18024,1674,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #10-26 ,1,42,Strata,721000,-,17167,1595,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #13-26 ,1,42,Strata,730000,-,17381,1615,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #23-24 ,1,100,Strata,1759000,-,17590,1634,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #09-18 ,1,66,Strata,1169000,-,17712,1645,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #20-24 ,1,100,Strata,1750000,-,17500,1626,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #11-35 ,1,42,Strata,723000,-,17214,1599,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #23-37 ,1,48,Strata,874000,-,18208,1692,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #21-27 ,1,42,Strata,759000,-,18071,1679,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #02-40 ,1,64,Strata,1133000,-,17703,1645,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PIERMONT GRAND,42 Sumang Walk  #14-45 ,1,90,Strata,1063800,-,11820,1098,31-AUG-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,HDB,19,82,828626,North East Region,Punggol
PARC CLEMATIS,8A Jalan Lempeng  #16-23 ,1,67,Strata,1152000,-,17194,1597,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #06-36 ,1,42,Strata,707000,-,16833,1564,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #17-09 ,1,85,Strata,1513000,-,17800,1654,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #07-37 ,1,48,Strata,816000,-,17000,1579,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #02-27 ,1,42,Strata,700000,-,16667,1548,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #13-27 ,1,42,Strata,735000,-,17500,1626,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #08-31 ,1,64,Strata,1060000,-,16563,1539,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #10-32 ,1,64,Strata,1063000,-,16609,1543,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #18-32 ,1,64,Strata,1087000,-,16984,1578,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #10-18 ,1,66,Strata,1171000,-,17742,1648,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #06-51 ,1,42,Strata,718000,-,17095,1588,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128827,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #13-16 ,1,84,Strata,1450000,-,17262,1604,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
NYON,12 Amber Road  #04-01 ,1,67,Strata,1520000,-,22687,2108,31-AUG-2019,Apartment,Freehold,Uncompleted,New Sale,N.A,15,43,439858,Central Region,Marine Parade
PARC CLEMATIS,8B Jalan Lempeng  #19-26 ,1,42,Strata,748000,-,17810,1655,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #16-27 ,1,42,Strata,744000,-,17714,1646,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #14-25 ,1,65,Strata,1142000,-,17569,1632,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PIERMONT GRAND,24 Sumang Walk  #10-05 ,1,127,Strata,1420800,-,11187,1039,31-AUG-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,HDB,19,82,828678,North East Region,Punggol
PIERMONT GRAND,26 Sumang Walk  #08-10 ,1,140,Strata,1636800,-,11691,1086,31-AUG-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,HDB,19,82,828618,North East Region,Punggol
PARC CLEMATIS,8 Jalan Lempeng  #09-16 ,1,84,Strata,1439000,-,17131,1592,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128796,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #16-65 ,1,120,Strata,2181000,-,18175,1688,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,126740,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #05-30 ,1,82,Strata,1407000,-,17159,1594,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #03-64 ,1,69,Strata,1175000,-,17029,1582,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,126740,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #23-64 ,1,69,Strata,1243000,-,18014,1674,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,126740,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #09-65 ,1,120,Strata,2152000,-,17933,1666,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,126740,West Region,Clementi
PIERMONT GRAND,42 Sumang Walk  #09-45 ,1,90,Strata,1018400,-,11316,1051,31-AUG-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,HDB,19,82,828626,North East Region,Punggol
PARC CLEMATIS,8B Jalan Lempeng  #06-32 ,1,64,Strata,1051000,-,16422,1526,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #08-11 ,1,66,Strata,1178000,-,17848,1658,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128796,West Region,Clementi
AFFINITY AT SERANGOON,18 Serangoon North Avenue 1  #06-08 ,1,70,Strata,1123000,-,16043,1490,31-AUG-2019,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,N.A,19,55,554336,North East Region,Serangoon
THE GARDEN RESIDENCES,1 Serangoon North View  #03-13 ,1,57,Strata,895300,-,15707,1459,31-AUG-2019,Apartment,99 Yrs From 30/10/2017,Uncompleted,New Sale,HDB,19,55,554343,North East Region,Serangoon
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #04-73 ,1,103,Strata,1346000,-,13068,1214,31-AUG-2019,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533820,North East Region,Hougang
PARC CLEMATIS,8C Jalan Lempeng  #23-42 ,1,97,Strata,1705000,-,17577,1633,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #06-42 ,1,97,Strata,1651000,-,17021,1581,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #08-28 ,1,48,Strata,837000,-,17438,1620,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #10-10 ,1,66,Strata,1167000,-,17682,1643,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #06-10 ,1,66,Strata,1153000,-,17470,1623,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128796,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #22-27 ,1,42,Strata,762000,-,18143,1686,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
NYON,12 Amber Road  #03-04 ,1,45,Strata,1031000,-,22911,2128,31-AUG-2019,Apartment,Freehold,Uncompleted,New Sale,HDB,15,43,439858,Central Region,Marine Parade
NYON,12 Amber Road  #04-03 ,1,45,Strata,1022000,-,22711,2110,31-AUG-2019,Apartment,Freehold,Uncompleted,New Sale,N.A,15,43,439858,Central Region,Marine Parade
PARC CLEMATIS,8 Jalan Lempeng  #12-13 ,1,84,Strata,1456000,-,17333,1610,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128796,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #14-13 ,1,84,Strata,1462000,-,17405,1617,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128796,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #18-60 ,1,67,Strata,1162000,-,17343,1611,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,126740,West Region,Clementi
THE FLORENCE RESIDENCES,83 Hougang Avenue 2  #12-16 ,1,87,Strata,1323000,-,15207,1413,31-AUG-2019,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,538860,North East Region,Hougang
PARC CLEMATIS,8A Jalan Lempeng  #12-19 ,1,69,Strata,1230000,-,17826,1656,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #10-52 ,1,42,Strata,731000,-,17405,1617,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128827,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #08-21 ,1,120,Strata,2054000,-,17117,1590,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #05-51 ,1,42,Strata,715000,-,17024,1582,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128827,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #09-35 ,1,42,Strata,717000,-,17071,1586,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
