Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
THE POIZ RESIDENCES,8 Meyappa Chettiar Road  #14-12 ,1,140,Strata,1965000,-,14036,1304,31-MAY-2016,Apartment,99 Yrs From 17/11/2014,Uncompleted,New Sale,Private,13,35,358455,Central Region,Toa Payoh
THE AMORE,53 Edgedale Plains  #02-01 ,1,114,Strata,925000,-,8114,754,31-MAY-2016,Executive Condominium,99 Yrs From 30/10/2013,Uncompleted,New Sale,HDB,19,82,828692,North East Region,Punggol
THE CLIFT,21 Mccallum Street  #15-04 ,1,49,Strata,1010800,-,20629,1916,31-MAY-2016,Apartment,99 Yrs From 28/04/2004,2011,Resale,HDB,01,06,069047,Central Region,Downtown Core
LUXUS HILLS,104 Seletar Green View ,1,150,Land,2450888,-,16339,1518,31-MAY-2016,Terrace House,999 Yrs From 01/01/1879,2013,Sub Sale,HDB,28,80,805086,North East Region,Serangoon
STURDEE RESIDENCES,10 Beatty Road  #25-06 ,1,61,Strata,1108300,-,18169,1688,31-MAY-2016,Condominium,99 Yrs From 29/06/2015,Uncompleted,New Sale,Private,08,20,209955,Central Region,Kallang
HOLLAND MEWS,69 Holland Road  #04-04 ,1,119,Strata,2000000,-,16807,1561,31-MAY-2016,Apartment,Freehold,2004,Resale,Private,10,25,258868,Central Region,Tanglin
TOMLINSON HEIGHTS,31 Tomlinson Road  #18-02 ,1,376,Strata,11533950,-,30675,2850,31-MAY-2016,Condominium,Freehold,2014,Resale,Private,10,24,247855,Central Region,River Valley
N.A.,52 Rosyth Road ,1,204,Land,2630000,-,12886,1197,31-MAY-2016,Terrace House,999 Yrs From 01/01/1886,1997,Resale,HDB,19,54,546224,North East Region,Hougang
YEWTEE RESIDENCES,25 Choa Chu Kang North 6  #05-10 ,1,108,Strata,960000,-,8889,826,31-MAY-2016,Apartment,99 Yrs From 03/01/2006,2008,Resale,Private,23,68,689580,West Region,Choa Chu Kang
THE PALETTE,107 Pasir Ris Grove  #11-19 ,1,128,Strata,1500000,-,11719,1089,31-MAY-2016,Condominium,99 Yrs From 20/10/2010,2015,Sub Sale,Private,18,51,518198,East Region,Pasir Ris
YISHUN EMERALD,28 Canberra Drive  #11-17 ,1,110,Strata,840000,-,7636,709,31-MAY-2016,Condominium,99 Yrs From 16/02/1998,2002,Resale,HDB,27,76,768429,North Region,Yishun
BLUE HORIZON,29 West Coast Crescent  #04-27 ,1,107,Strata,1150000,-,10748,998,31-MAY-2016,Condominium,99 Yrs From 14/08/2000,2005,Resale,Private,05,12,128049,West Region,Clementi
RAYA GARDEN,3D Jalan Lokam ,1,158,Land,2780000,-,17562,1632,31-MAY-2016,Terrace House,Freehold,Unknown,Resale,HDB,19,53,537851,North East Region,Hougang
TRILIVE,111 Tampines Road  #02-04 ,1,57,Strata,947000,-,16614,1543,31-MAY-2016,Condominium,Freehold,Uncompleted,New Sale,HDB,19,53,535133,North East Region,Hougang
THE TRILINQ,28B Jalan Lempeng  #15-17 ,1,50,Strata,800000,-,16000,1486,31-MAY-2016,Condominium,99 Yrs From 16/04/2012,Uncompleted,New Sale,HDB,05,12,128809,West Region,Clementi
PRINCIPAL GARDEN,93 Prince Charles Crescent  #10-03 ,1,45,Strata,789000,-,17533,1629,31-MAY-2016,Condominium,99 Yrs From 21/07/2014,Uncompleted,New Sale,HDB,03,15,159026,Central Region,Bukit Merah
THE SENSORIA,1 Jalan Ulu Sembawang  #02-01 ,1,118,Strata,1125000,-,9534,886,31-MAY-2016,Condominium,Freehold,2007,Resale,HDB,27,75,758930,North Region,Sembawang
PRINCIPAL GARDEN,93 Prince Charles Crescent  #13-06 ,1,111,Strata,1803000,-,16243,1509,31-MAY-2016,Condominium,99 Yrs From 21/07/2014,Uncompleted,New Sale,Private,03,15,159026,Central Region,Bukit Merah
THE AMORE,53 Edgedale Plains  #07-02 ,1,121,Strata,1078000,-,8909,828,31-MAY-2016,Executive Condominium,99 Yrs From 30/10/2013,Uncompleted,New Sale,N.A,19,82,828692,North East Region,Punggol
WANDERVALE,363 Choa Chu Kang Avenue 3  #11-28 ,1,89,Strata,693000,-,7787,723,31-MAY-2016,Executive Condominium,99 Yrs From 08/12/2014,Uncompleted,New Sale,Private,23,68,689885,West Region,Choa Chu Kang
CLOVER BY THE PARK,6 Bishan Street 25  #26-10 ,1,120,Strata,1620000,-,13500,1254,31-MAY-2016,Condominium,99 Yrs From 10/09/2007,2011,Resale,Private,20,57,573975,Central Region,Bishan
CAIRNHILL NINE,9 Cairnhill Road  #14-08 ,1,149,Strata,3887000,-,26087,2424,31-MAY-2016,Apartment,99 Yrs From 12/05/2014,Uncompleted,New Sale,Private,09,22,229723,Central Region,Orchard
CASPIAN,54 Lakeside Drive  #09-17 ,1,115,Strata,1195860,-,10399,966,31-MAY-2016,Condominium,99 Yrs From 17/03/2008,2012,Resale,HDB,22,64,648317,West Region,Jurong West
N.A.,22 Jalan Tari Payong ,1,223,Land,2900000,-,13004,1208,31-MAY-2016,Semi-Detached House,999 Yrs From 01/01/1879,2012,Resale,HDB,28,79,799268,North East Region,Sengkang
CASA PASIR RIS,201 Jalan Loyang Besar  #03-05 ,1,205,Strata,1350000,-,6585,612,31-MAY-2016,Condominium,946 Yrs From 01/01/1938,1997,Resale,HDB,17,50,509506,East Region,Pasir Ris
SOMMERVILLE PARK,79 Farrer Drive  #04-02 ,1,181,Strata,2980000,-,16464,1530,31-MAY-2016,Condominium,Freehold,1985,Resale,Private,10,25,259283,Central Region,Tanglin
LEEDON RESIDENCE,16 Leedon Heights  #08-21 ,1,196,Strata,5100000,-,26020,2417,31-MAY-2016,Condominium,Freehold,2015,New Sale,Private,10,26,267937,Central Region,Bukit Timah
CAIRNHILL NINE,9 Cairnhill Road  #17-02 ,1,97,Strata,2884000,-,29732,2762,31-MAY-2016,Apartment,99 Yrs From 12/05/2014,Uncompleted,New Sale,Private,09,22,229723,Central Region,Orchard
CENTURION 12,12E Bright Hill Crescent ,1,363,Strata,2200000,-,6061,563,31-MAY-2016,Semi-Detached House,Freehold,2009,Resale,Private,20,57,573987,Central Region,Bishan
THE VISIONAIRE,192 Canberra Drive  #04-46 ,1,106,Strata,946000,-,8925,829,31-MAY-2016,Executive Condominium,99 Yrs From 09/01/2015,Uncompleted,New Sale,HDB,27,76,767958,North Region,Sembawang
PALM GARDENS,2D Hong San Walk  #16-11 ,1,89,Strata,760000,-,8539,793,31-MAY-2016,Condominium,99 Yrs From 12/08/1996,2000,Resale,Private,23,68,689050,West Region,Choa Chu Kang
THE SENSORIA,1 Jalan Ulu Sembawang  #01-11 ,1,102,Strata,850000,-,8333,774,31-MAY-2016,Condominium,Freehold,2007,Resale,Private,27,75,758930,North Region,Sembawang
AMBER POINT,1 Amber Road  #08-03 ,1,155,Strata,1950000,-,12581,1169,31-MAY-2016,Condominium,Freehold,1991,Resale,HDB,15,43,439845,Central Region,Marine Parade
STURDEE RESIDENCES,10 Beatty Road  #20-07 ,1,61,Strata,1059300,-,17366,1613,31-MAY-2016,Condominium,99 Yrs From 29/06/2015,Uncompleted,New Sale,Private,08,20,209955,Central Region,Kallang
HARBOUR VIEW TOWERS,21 Telok Blangah Drive  #14-06 ,1,150,Strata,1500000,-,10000,929,31-MAY-2016,Condominium,99 Yrs From 01/06/1990,1994,Resale,HDB,04,10,109258,Central Region,Bukit Merah
LAKEVIEW ESTATE,97A Upper Thomson Road  #07-02 ,1,150,Strata,1200000,-,8000,743,31-MAY-2016,Apartment,99 Yrs From 01/06/1977,1977,Resale,Private,20,57,574327,Central Region,Bishan
MODENA,39 Simei Street 4  #05-21 ,1,130,Strata,1250000,-,9615,893,31-MAY-2016,Condominium,99 Yrs From 06/12/1997,2001,Resale,HDB,18,52,529871,East Region,Tampines
A TREASURE TROVE,64 Punggol Walk  #09-30 ,1,97,Strata,1090000,-,11237,1044,31-MAY-2016,Condominium,99 Yrs From 09/03/2011,2015,Sub Sale,HDB,19,82,828782,North East Region,Punggol
PRINCIPAL GARDEN,93 Prince Charles Crescent  #12-06 ,1,111,Strata,1799000,-,16207,1506,31-MAY-2016,Condominium,99 Yrs From 21/07/2014,Uncompleted,New Sale,HDB,03,15,159026,Central Region,Bukit Merah
EUNOSVILLE,822 Sims Avenue  #08-812 ,1,156,Strata,1200000,-,7692,715,31-MAY-2016,Apartment,102 Yrs From 01/02/1986,Unknown,Resale,HDB,14,40,400822,Central Region,Geylang
THE POIZ RESIDENCES,2 Meyappa Chettiar Road  #18-04 ,1,131,Strata,1416000,-,10809,1004,31-MAY-2016,Apartment,99 Yrs From 17/11/2014,Uncompleted,New Sale,Private,13,35,358472,Central Region,Toa Payoh
GEM RESIDENCES,3 Lorong 5 Toa Payoh  #10-13 ,1,42,Strata,654500,647000,15405,1431,31-MAY-2016,Condominium,99 Yrs From 21/09/2015,Uncompleted,New Sale,HDB,12,31,319459,Central Region,Toa Payoh
PARC OLYMPIA,64 Flora Drive  #08-49 ,1,251,Strata,1780000,-,7092,659,31-MAY-2016,Condominium,99 Yrs From 25/01/2012,2015,Sub Sale,Private,17,50,506860,East Region,Pasir Ris
LAGUNA GREEN,20 Jalan Hajijah  #04-04 ,1,134,Strata,1390000,-,10373,964,31-MAY-2016,Condominium,99 Yrs From 13/02/1995,1998,Resale,Private,16,46,468726,East Region,Bedok
THE DAIRY FARM,5 Dairy Farm Road  #01-06 ,1,141,Strata,1350000,-,9574,889,31-MAY-2016,Condominium,Freehold,1988,Resale,HDB,23,67,679036,West Region,Bukit Panjang
STURDEE RESIDENCES,10 Beatty Road  #25-04 ,1,39,Strata,738000,-,18923,1758,31-MAY-2016,Condominium,99 Yrs From 29/06/2015,Uncompleted,New Sale,HDB,08,20,209955,Central Region,Kallang
WESTWOOD PARK,34 Westwood Crescent ,1,150,Land,1400000,-,9333,867,31-MAY-2016,Terrace House,99 Yrs From 01/12/1994,1998,Resale,HDB,22,64,648758,West Region,Jurong West
WESTMERE,71 Jurong East Street 13  #01-05 ,1,143,Strata,1180000,-,8252,767,31-MAY-2016,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,22,60,609650,West Region,Jurong East
STARS OF KOVAN,980 Upper Serangoon Road  #14-07 ,1,47,Strata,759520,-,16160,1501,31-MAY-2016,Apartment,99 Yrs From 25/02/2015,Uncompleted,New Sale,HDB,19,53,533856,North East Region,Hougang
CHANGI RISE CONDOMINIUM,10 Simei Rise  #01-29 ,1,154,Strata,1042000,-,6766,629,31-MAY-2016,Condominium,99 Yrs From 29/11/2000,2004,Resale,HDB,18,52,528804,East Region,Tampines
OUE TWIN PEAKS,33 Leonie Hill Road  #32-08 ,1,98,Strata,3100000,-,31633,2939,31-MAY-2016,Condominium,99 Yrs From 10/05/2010,2015,Resale,Private,09,23,239197,Central Region,River Valley
WATERFORD RESIDENCE,21 Kim Yam Road  #02-03 ,1,111,Strata,1875000,-,16892,1569,31-MAY-2016,Apartment,999 Yrs From 01/07/1841,2010,Resale,Private,09,23,239332,Central Region,River Valley
THE VENUE RESIDENCES,14 Tai Thong Crescent  #10-26 ,1,105,Strata,1600000,-,15238,1416,31-MAY-2016,Apartment,99 Yrs From 05/12/2012,Uncompleted,New Sale,HDB,13,34,347848,Central Region,Toa Payoh
VIENTO,29 Lorong 30 Geylang  #03-06 ,1,42,Strata,545000,-,12976,1206,31-MAY-2016,Apartment,Freehold,2013,Resale,Private,14,39,398362,Central Region,Geylang
RIPPLE BAY,2 Pasir Ris Link  #12-05 ,1,50,Strata,579000,-,11580,1076,31-MAY-2016,Condominium,99 Yrs From 10/08/2011,2015,Sub Sale,Private,18,51,518184,East Region,Pasir Ris
THE SKYWOODS,9 Dairy Farm Heights  #12-24 ,1,88,Strata,1136515,-,12915,1200,31-MAY-2016,Condominium,99 Yrs From 21/12/2012,2016,New Sale,N.A,23,67,677670,West Region,Bukit Panjang
TREVISTA,25 Lorong 3 Toa Payoh  #14-16 ,1,104,Strata,1468000,-,14115,1311,31-MAY-2016,Condominium,99 Yrs From 15/07/2008,2011,Resale,HDB,12,31,319583,Central Region,Toa Payoh
ROSEWOOD SUITES,63 Rosewood Drive  #03-19 ,1,62,Strata,610000,-,9839,914,30-MAY-2016,Condominium,99 Yrs From 25/02/2008,2011,Resale,HDB,25,73,737874,North Region,Woodlands
THE GLADES,6 Bedok Rise  #02-18 ,1,55,Strata,810000,-,14727,1368,30-MAY-2016,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,469599,East Region,Bedok
LAKEVILLE,5 Jurong Lake Link  #08-18 ,1,121,Strata,1644994,1636994,13529,1257,30-MAY-2016,Condominium,99 Yrs From 30/04/2013,Uncompleted,New Sale,N.A,22,64,648162,West Region,Jurong West
PEBBLE BAY,132 Tanjong Rhu Road  #13-06 ,1,217,Strata,2998000,-,13816,1284,30-MAY-2016,Condominium,99 Yrs From 09/03/1994,1997,Resale,Private,15,43,436919,Central Region,Kallang
LE CONNEY PARK,89 Lorong L Telok Kurau  #02-02 ,1,111,Strata,1140000,-,10270,954,30-MAY-2016,Apartment,Freehold,1991,Resale,HDB,15,42,425527,East Region,Bedok
ONE SHENTON,1 Shenton Way  #43-03 ,1,211,Strata,3406500,-,16145,1500,30-MAY-2016,Apartment,99 Yrs From 14/10/2005,2011,Resale,Private,01,06,068803,Central Region,Downtown Core
STURDEE RESIDENCES,10 Beatty Road  #18-11 ,1,39,Strata,719400,-,18446,1714,30-MAY-2016,Condominium,99 Yrs From 29/06/2015,Uncompleted,New Sale,HDB,08,20,209955,Central Region,Kallang
THE QUINTET,44 Choa Chu Kang Street 64  #20-17 ,1,145,Strata,1178800,-,8130,755,30-MAY-2016,Executive Condominium,99 Yrs From 22/01/2003,2006,Resale,HDB,23,68,689105,West Region,Choa Chu Kang
8@WOODLEIGH,2 Woodleigh Close  #08-05 ,1,107,Strata,1388800,-,12979,1206,30-MAY-2016,Condominium,99 Yrs From 22/09/2008,2012,Resale,HDB,13,35,357900,Central Region,Toa Payoh
N.A.,103 Jalan Dermawan ,1,564,Land,3900000,-,6912,642,30-MAY-2016,Semi-Detached House,999 Yrs From 12/10/1885,Unknown,Resale,Private,23,66,669054,West Region,Bukit Batok
SKY VUE,1 Bishan Street 15  #37-03 ,1,205,Strata,3123800,-,15238,1416,30-MAY-2016,Condominium,99 Yrs From 04/03/2013,Uncompleted,New Sale,Private,20,57,573910,Central Region,Bishan
THE TERRACE,86 Edgedale Plains  #14-15 ,1,122,Strata,1049800,-,8605,799,30-MAY-2016,Executive Condominium,99 Yrs From 30/10/2013,Uncompleted,New Sale,HDB,19,82,828738,North East Region,Punggol
SOL ACRES,4 Choa Chu Kang Grove  #10-09 ,1,102,Strata,863000,-,8461,786,30-MAY-2016,Executive Condominium,99 Yrs From 02/06/2014,Uncompleted,New Sale,HDB,23,68,688239,West Region,Choa Chu Kang
BAYSHORE PARK,64 Bayshore Road  #04-03 ,1,109,Strata,958000,-,8789,817,30-MAY-2016,Condominium,99 Yrs From 17/03/1982,1986,Resale,Private,16,46,469984,East Region,Bedok
SELETAR HILLS ESTATE,8 Seletar Hills Drive ,1,389,Land,4300000,-,11065,1028,30-MAY-2016,Semi-Detached House,Freehold,Unknown,Resale,Private,28,80,807026,North East Region,Serangoon
IRESIDENCES,20 Irrawaddy Road  #04-03 ,1,91,Strata,1300000,-,14286,1327,30-MAY-2016,Apartment,Freehold,2011,Resale,Private,12,32,329550,Central Region,Novena
N.A.,18 Jalan Jintan ,1,153,Land,4300000,-,28050,2606,30-MAY-2016,Terrace House,Freehold,Unknown,Resale,Private,09,22,229011,Central Region,Newton
VIIO @ BALESTIER,520 Balestier Road  #06-04 ,1,44,Strata,730000,-,16591,1541,30-MAY-2016,Apartment,Freehold,Uncompleted,New Sale,N.A,12,32,329853,Central Region,Novena
GEM RESIDENCES,3 Lorong 5 Toa Payoh  #24-09 ,1,45,Strata,705375,-,15675,1456,30-MAY-2016,Condominium,99 Yrs From 21/09/2015,Uncompleted,New Sale,N.A,12,31,319459,Central Region,Toa Payoh
THE PEARL @ MOUNT FABER,1 Mount Faber Road  #09-01 ,1,125,Strata,1580000,-,12640,1174,30-MAY-2016,Condominium,99 Yrs From 03/12/2002,2005,Resale,HDB,04,09,099206,Central Region,Bukit Merah
THE GLADES,2 Bedok Rise  #08-06 ,1,92,Strata,1443080,-,15686,1457,30-MAY-2016,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,N.A,16,46,469597,East Region,Bedok
PEOPLE'S PARK COMPLEX,1 Park Road  #09-728 ,1,104,Strata,790000,-,7596,706,30-MAY-2016,Apartment,99 Yrs From 25/03/1968,1972,Resale,HDB,01,05,059108,Central Region,Outram
THE BROWNSTONE,160 Canberra Drive  #07-43 ,1,85,Strata,800800,-,9421,875,30-MAY-2016,Executive Condominium,99 Yrs From 28/04/2014,Uncompleted,New Sale,N.A,27,76,767999,North Region,Sembawang
ADAM PARK CONDOMINIUM,29 Adam Road  #03-02 ,1,89,Strata,1390000,-,15618,1451,30-MAY-2016,Condominium,Freehold,2004,Resale,Private,11,28,289901,Central Region,Bukit Timah
EUPHONY GARDENS,3 Jalan Mata Ayer  #03-09 ,1,135,Strata,1000000,-,7407,688,30-MAY-2016,Condominium,99 Yrs From 25/02/1998,2001,Resale,HDB,27,75,759150,North Region,Mandai
EIGHT COURTYARDS,12 Canberra Drive  #03-22 ,1,101,Strata,1015000,-,10050,934,30-MAY-2016,Condominium,99 Yrs From 20/09/2010,2014,Resale,HDB,27,76,768094,North Region,Yishun
THE HERMITAGE,2 Sarkies Road  #04-01 ,1,76,Strata,1280000,-,16842,1565,30-MAY-2016,Apartment,Freehold,1999,Resale,Private,10,25,258117,Central Region,Newton
THE ESTA,37 Amber Gardens  #12-16 ,1,137,Strata,2150000,-,15693,1458,30-MAY-2016,Condominium,Freehold,2008,Resale,Private,15,43,439969,Central Region,Marine Parade
SELETAR PARK RESIDENCE,21 Seletar Road  #01-50 ,1,94,Strata,970000,-,10319,959,30-MAY-2016,Condominium,99 Yrs From 15/03/2011,2015,Resale,HDB,28,80,807021,North East Region,Serangoon
1 MOULMEIN RISE,1 Moulmein Rise  #03-02 ,1,115,Strata,1740000,-,15130,1406,30-MAY-2016,Apartment,Freehold,2003,Resale,Private,11,30,308143,Central Region,Novena
STURDEE RESIDENCES,10 Beatty Road  #23-04 ,1,39,Strata,732000,-,18769,1744,30-MAY-2016,Condominium,99 Yrs From 29/06/2015,Uncompleted,New Sale,Private,08,20,209955,Central Region,Kallang
THE PANORAMA,16 Ang Mo Kio Avenue 2  #07-25 ,1,93,Strata,1226675,-,13190,1225,30-MAY-2016,Condominium,99 Yrs From 08/04/2013,Uncompleted,New Sale,N.A,20,56,567699,North East Region,Ang Mo Kio
BISHAN 8,61 Bishan Street 21  #10-07 ,1,108,Strata,1350888,-,12508,1162,30-MAY-2016,Condominium,99 Yrs From 09/10/1996,1999,Resale,Private,20,57,574044,Central Region,Bishan
THE VISIONAIRE,176 Canberra Drive  #08-14 ,1,107,Strata,973000,-,9093,845,30-MAY-2016,Executive Condominium,99 Yrs From 09/01/2015,Uncompleted,New Sale,N.A,27,76,767950,North Region,Sembawang
BEAUTY GARDEN,32 Jalan Merdu ,1,406,Land,3816000,-,9397,873,30-MAY-2016,Detached House,999 Yrs From 01/01/1879,Unknown,Resale,Private,19,54,548666,North East Region,Sengkang
THE RISE @ OXLEY - RESIDENCES,73 Oxley Rise  #04-04 ,1,57,Strata,1374590,-,24116,2240,30-MAY-2016,Apartment,Freehold,Uncompleted,New Sale,Private,09,23,238699,Central Region,Museum
CLEMENTIWOODS CONDOMINIUM,88 West Coast Road  #01-41 ,1,154,Strata,1700000,-,11039,1026,30-MAY-2016,Condominium,99 Yrs From 07/02/2006,2010,Resale,Private,05,12,126819,West Region,Clementi
THE TERRACE,84 Edgedale Plains  #15-11 ,1,122,Strata,1074600,1064600,8726,811,30-MAY-2016,Executive Condominium,99 Yrs From 30/10/2013,Uncompleted,New Sale,N.A,19,82,828737,North East Region,Punggol
# 1 SUITES,1 Lorong 20 Geylang  #06-04 ,1,58,Strata,745851,-,12860,1195,30-MAY-2016,Apartment,Freehold,Uncompleted,New Sale,HDB,14,39,398721,Central Region,Geylang
NOVELIS,75 Sinaran Drive  #06-02 ,1,75,Strata,1260000,-,16800,1561,30-MAY-2016,Apartment,Freehold,2008,Resale,Private,11,30,308322,Central Region,Novena
THE BEVERLY,45 Toh Tuck Road  #05-02 ,1,278,Strata,2000000,-,7194,668,30-MAY-2016,Apartment,Freehold,2012,Resale,Private,21,59,596720,Central Region,Bukit Timah
THE AMORE,57 Edgedale Plains  #01-17 ,1,114,Strata,952000,-,8351,776,30-MAY-2016,Executive Condominium,99 Yrs From 30/10/2013,2016,New Sale,HDB,19,82,828681,North East Region,Punggol
THE LUXURIE,31 Compassvale Road  #05-40 ,1,93,Strata,1110000,-,11935,1109,30-MAY-2016,Condominium,99 Yrs From 15/06/2011,2015,Sub Sale,Private,19,54,544759,North East Region,Sengkang
LEEDON RESIDENCE,10 Leedon Heights  #02-12 ,1,196,Strata,3600000,-,18367,1706,30-MAY-2016,Condominium,Freehold,2015,New Sale,Private,10,26,266217,Central Region,Bukit Timah
WANDERVALE,357 Choa Chu Kang Avenue 3  #11-16 ,1,105,Strata,851000,-,8105,753,30-MAY-2016,Executive Condominium,99 Yrs From 08/12/2014,Uncompleted,New Sale,HDB,23,68,689882,West Region,Choa Chu Kang
N.A.,142 Ceylon Road ,1,163,Land,1710000,-,10497,975,30-MAY-2016,Terrace House,Freehold,1976,Resale,Private,15,42,429705,Central Region,Geylang
PARKSHORE,201 Tanjong Rhu Road  #03-13 ,1,155,Strata,1900000,-,12258,1139,30-MAY-2016,Condominium,Freehold,1995,Resale,HDB,15,43,436917,Central Region,Kallang
THE VISIONAIRE,196 Canberra Drive  #06-54 ,1,106,Strata,943000,-,8896,826,30-MAY-2016,Executive Condominium,99 Yrs From 09/01/2015,Uncompleted,New Sale,N.A,27,76,767960,North Region,Sembawang
VALLEY PARK,483 River Valley Road  #14-04 ,1,80,Strata,1200000,-,15000,1394,30-MAY-2016,Condominium,999 Yrs From 21/06/1877,1997,Resale,Private,10,24,248368,Central Region,Tanglin
NOTTINGHILL SUITES,29A Toh Tuck Road  #04-08 ,1,52,Strata,768000,-,14769,1372,30-MAY-2016,Apartment,Freehold,2014,Resale,HDB,21,59,596195,Central Region,Bukit Timah
CASA MERAH,52 Tanah Merah Kechil Avenue  #10-07 ,1,115,Strata,1300000,-,11304,1050,30-MAY-2016,Apartment,99 Yrs From 11/07/2006,2009,Resale,HDB,16,46,465525,East Region,Bedok
DOUBLE BAY RESIDENCES,21 Simei Street 4  #01-38 ,1,183,Strata,1700000,-,9290,863,30-MAY-2016,Condominium,99 Yrs From 07/04/2008,2012,Resale,Private,18,52,528717,East Region,Tampines
THE VALES,77 Anchorvale Crescent  #02-16 ,1,131,Strata,1025845,-,7831,728,30-MAY-2016,Executive Condominium,99 Yrs From 19/05/2014,Uncompleted,New Sale,HDB,19,54,544663,North East Region,Sengkang
THE LAKESHORE,31 Jurong West Street 41  #11-38 ,1,80,Strata,920000,-,11500,1068,30-MAY-2016,Condominium,99 Yrs From 22/11/2002,2007,Resale,HDB,22,64,649412,West Region,Jurong West
GEM RESIDENCES,1 Lorong 5 Toa Payoh  #06-05 ,1,53,Strata,761800,-,14374,1335,30-MAY-2016,Condominium,99 Yrs From 21/09/2015,Uncompleted,New Sale,HDB,12,31,319458,Central Region,Toa Payoh
THE CREEK @ BUKIT,13 Toh Tuck Road  #04-01 ,1,61,Strata,1052000,-,17246,1602,30-MAY-2016,Condominium,Freehold,Uncompleted,New Sale,N.A,21,59,596196,Central Region,Bukit Timah
THE GLADES,12 Bedok Rise  #06-38 ,1,42,Strata,736900,-,17545,1630,30-MAY-2016,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465407,East Region,Bedok
TRILIVE,115 Tampines Road  #13-16 ,1,58,Strata,1041000,-,17948,1667,30-MAY-2016,Condominium,Freehold,Uncompleted,New Sale,N.A,19,53,533901,North East Region,Hougang
THE PARC CONDOMINIUM,3 West Coast Walk  #20-08 ,1,121,Strata,1640000,-,13554,1259,30-MAY-2016,Condominium,Freehold,2010,Resale,HDB,05,12,127140,West Region,Clementi
D'LEEDON,7 Leedon Heights  #28-20 ,1,98,Strata,1796300,-,18330,1703,30-MAY-2016,Condominium,99 Yrs From 08/04/2010,2014,Resale,Private,10,26,267953,Central Region,Bukit Timah
SOL ACRES,26 Choa Chu Kang Grove  #15-61 ,1,86,Strata,757000,-,8802,818,30-MAY-2016,Executive Condominium,99 Yrs From 02/06/2014,Uncompleted,New Sale,HDB,23,68,688215,West Region,Choa Chu Kang
ST MICHAEL'S PLACE,1 Jalan Taman  #02-03 ,1,117,Strata,1235000,-,10556,981,30-MAY-2016,Apartment,Freehold,1997,Resale,HDB,12,32,329022,Central Region,Kallang
THE POIZ RESIDENCES,12 Meyappa Chettiar Road  #09-45 ,1,39,Strata,631000,-,16179,1503,30-MAY-2016,Apartment,99 Yrs From 17/11/2014,Uncompleted,New Sale,HDB,13,35,358474,Central Region,Toa Payoh
VISIONCREST,37 Oxley Rise  #12-20 ,1,85,Strata,1735000,-,20412,1896,30-MAY-2016,Apartment,Freehold,2007,Resale,HDB,09,23,238712,Central Region,Museum
THE VENUE RESIDENCES,8 Tai Thong Crescent  #07-10 ,1,78,Strata,1180200,-,15131,1406,30-MAY-2016,Apartment,99 Yrs From 05/12/2012,Uncompleted,New Sale,HDB,13,34,347842,Central Region,Toa Payoh
EASTPOINT GREEN,5 Simei Street 3  #09-20 ,1,105,Strata,830000,-,7905,734,30-MAY-2016,Condominium,99 Yrs From 24/04/1996,1999,Resale,Private,18,52,529892,East Region,Tampines
BELLEWATERS,29 Anchorvale Crescent  #13-37 ,1,108,Strata,923440,-,8550,794,30-MAY-2016,Executive Condominium,99 Yrs From 28/08/2013,Uncompleted,New Sale,HDB,19,54,544658,North East Region,Sengkang
NICON GARDENS,63A Choa Chu Kang Road ,1,185,Strata,1200000,-,6486,603,30-MAY-2016,Condominium,99 Yrs From 21/10/1981,1984,Resale,HDB,23,68,689398,West Region,Bukit Batok
OUE TWIN PEAKS,33 Leonie Hill Road  #20-12 ,1,130,Strata,3609420,-,27765,2579,30-MAY-2016,Condominium,99 Yrs From 10/05/2010,2015,Resale,Private,09,23,239197,Central Region,River Valley
THE TRILINQ,28A Jalan Lempeng  #32-13 ,1,103,Strata,1340000,-,13010,1209,30-MAY-2016,Condominium,99 Yrs From 16/04/2012,Uncompleted,New Sale,Private,05,12,128808,West Region,Clementi
AXIS @ SIGLAP,59 East Coast Terrace  #05-02 ,1,165,Strata,1210000,-,7333,681,30-MAY-2016,Apartment,Freehold,2009,Resale,Private,15,45,458950,East Region,Bedok
VIIO @ BALESTIER,520 Balestier Road  #05-04 ,1,44,Strata,713370,-,16213,1506,30-MAY-2016,Apartment,Freehold,Uncompleted,New Sale,Private,12,32,329853,Central Region,Novena
MULBERRY TREE,167 Moulmein Road  #02-05 ,1,41,Strata,760000,-,18537,1722,30-MAY-2016,Apartment,Freehold,2010,Resale,Private,11,30,308092,Central Region,Novena
OUE TWIN PEAKS,33 Leonie Hill Road  #20-14 ,1,51,Strata,1482300,-,29065,2700,30-MAY-2016,Condominium,99 Yrs From 10/05/2010,2015,Resale,Private,09,23,239197,Central Region,River Valley
