Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
PARC BOTANNIA,10 Fernvale Street  #21-07 ,1,81,Strata,1220112,-,15063,1399,05-JUL-2018,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,N.A,28,79,797390,North East Region,Sengkang
PARK COLONIAL,6 Woodleigh Lane  #12-19 ,1,127,Strata,2347000,-,18480,1717,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357687,Central Region,Toa Payoh
PARK COLONIAL,6 Woodleigh Lane  #07-19 ,1,127,Strata,2311000,-,18197,1691,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357687,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #01-25 ,1,43,Strata,597000,-,13884,1290,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533815,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #27-08 ,1,125,Strata,2284000,-,18272,1698,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #02-25 ,1,43,Strata,600000,-,13953,1296,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533815,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #08-34 ,1,43,Strata,821000,-,19093,1774,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #02-62 ,1,43,Strata,619000,-,14395,1337,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
PARK COLONIAL,12 Woodleigh Lane  #07-56 ,1,59,Strata,1265000,-,21441,1992,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357658,Central Region,Toa Payoh
PARK COLONIAL,10 Woodleigh Lane  #11-46 ,1,91,Strata,1642000,-,18044,1676,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh
HARBOUR VIEW GARDENS,221 Pasir Panjang Road  #04-07 ,1,76,Strata,1401000,-,18434,1713,05-JUL-2018,Apartment,Freehold,Uncompleted,New Sale,N.A,05,11,118582,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #12-05 ,1,64,Strata,1201000,-,18766,1743,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
THE POIZ RESIDENCES,8 Meyappa Chettiar Road  #18-12 ,1,350,Strata,3637000,-,10391,965,05-JUL-2018,Apartment,99 Yrs From 17/11/2014,Uncompleted,New Sale,N.A,13,35,358455,Central Region,Toa Payoh
PARK COLONIAL,10 Woodleigh Lane  #12-48 ,1,56,Strata,1178000,-,21036,1954,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #10-32 ,1,43,Strata,834000,-,19395,1802,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #04-58 ,1,57,Strata,773000,-,13561,1260,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #02-36 ,1,43,Strata,588000,-,13674,1270,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533816,North East Region,Hougang
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #09-53 ,1,43,Strata,599000,-,13930,1294,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533818,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #12-32 ,1,43,Strata,840000,-,19535,1815,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #10-40 ,1,43,Strata,881000,-,20488,1903,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #06-72 ,1,103,Strata,1386000,-,13456,1250,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533820,North East Region,Hougang
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #10-29 ,1,43,Strata,646000,-,15023,1396,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533815,North East Region,Hougang
QUEENS PEAK,3 Dundee Road  #43-22 ,1,80,Strata,1689000,-,21113,1961,05-JUL-2018,Condominium,99 Yrs From 28/09/2015,Uncompleted,New Sale,Private,03,14,149457,Central Region,Queenstown
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #14-78 ,1,57,Strata,844000,-,14807,1376,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533820,North East Region,Hougang
RIVERFRONT RESIDENCES,49 Hougang Avenue 7  #07-47 ,1,99,Strata,1257000,-,12697,1180,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533817,North East Region,Hougang
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #16-32 ,1,103,Strata,1436000,-,13942,1295,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533815,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #06-10 ,1,47,Strata,881000,-,18745,1741,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #09-14 ,1,43,Strata,614000,-,14279,1327,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533813,North East Region,Hougang
PARK COLONIAL,10 Woodleigh Lane  #08-48 ,1,56,Strata,1162000,-,20750,1928,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh
AMBER 45,45 Amber Road  #12-06 ,1,105,Strata,2476000,-,23581,2191,05-JUL-2018,Apartment,Freehold,Uncompleted,New Sale,Private,15,43,439886,Central Region,Marine Parade
PARK COLONIAL,6 Woodleigh Lane  #09-19 ,1,127,Strata,2329000,-,18339,1704,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357687,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,43 Hougang Avenue 7  #07-21 ,1,57,Strata,807000,-,14158,1315,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533814,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #19-03 ,1,71,Strata,1324000,-,18648,1732,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #05-35 ,1,43,Strata,597000,-,13884,1290,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533816,North East Region,Hougang
PARK COLONIAL,2 Woodleigh Lane  #09-04 ,1,63,Strata,1215000,-,19286,1792,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357685,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #02-55 ,1,48,Strata,648000,-,13500,1254,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #05-06 ,1,81,Strata,1148000,-,14173,1317,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533813,North East Region,Hougang
KINGSFORD WATERBAY,72 Upper Serangoon View  #05-42 ,1,79,Strata,1150000,-,14557,1352,05-JUL-2018,Apartment,99 Yrs From 03/03/2014,Uncompleted,New Sale,Private,19,53,533882,North East Region,Hougang
PARK COLONIAL,10 Woodleigh Lane  #13-48 ,1,56,Strata,1182000,-,21107,1961,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #05-57 ,1,43,Strata,594000,-,13814,1283,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #05-64 ,1,67,Strata,907000,-,13537,1258,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533819,North East Region,Hougang
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #11-62 ,1,43,Strata,646000,-,15023,1396,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #14-73 ,1,103,Strata,1398000,-,13573,1261,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533820,North East Region,Hougang
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #10-68 ,1,57,Strata,828000,-,14526,1350,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533819,North East Region,Hougang
THE ALPS RESIDENCES,113 Tampines Street 86  #06-38 ,1,87,Strata,1167000,-,13414,1246,05-JUL-2018,Condominium,99 Yrs From 03/08/2015,Uncompleted,New Sale,Private,18,52,528536,East Region,Tampines
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #11-68 ,1,57,Strata,832000,-,14596,1356,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533819,North East Region,Hougang
AFFINITY AT SERANGOON,30 Serangoon North Avenue 1  #05-71 ,1,44,Strata,741000,-,16841,1565,05-JUL-2018,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,Private,19,55,554342,North East Region,Serangoon
PARK COLONIAL,6 Woodleigh Lane  #05-17 ,1,43,Strata,833000,-,19372,1800,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357687,Central Region,Toa Payoh
STIRLING RESIDENCES,25 Stirling Road  #08-24 ,1,41,Strata,783000,-,19098,1774,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148962,Central Region,Queenstown
THE POIZ RESIDENCES,12 Meyappa Chettiar Road  #18-45 ,1,55,Strata,692000,-,12582,1169,05-JUL-2018,Apartment,99 Yrs From 17/11/2014,Uncompleted,New Sale,HDB,13,35,358474,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #06-39 ,1,62,Strata,1244000,-,20065,1864,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,49 Hougang Avenue 7  #03-43 ,1,43,Strata,595000,-,13837,1286,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533817,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #04-03 ,1,71,Strata,1260000,-,17746,1649,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
PARK COLONIAL,12 Woodleigh Lane  #07-51 ,1,91,Strata,1584000,-,17407,1617,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357658,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #14-71 ,1,48,Strata,731000,-,15229,1415,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533820,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #06-04 ,1,58,Strata,1073000,-,18500,1719,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
MARGARET VILLE,20 Margaret Drive  #15-04 ,1,77,Strata,1510200,-,19613,1822,05-JUL-2018,Apartment,99 Yrs From 13/03/2017,Uncompleted,New Sale,Private,03,14,149312,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #15-03 ,1,71,Strata,1304000,-,18366,1706,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #17-04 ,1,58,Strata,1116000,-,19241,1788,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
AFFINITY AT SERANGOON,18 Serangoon North Avenue 1  #05-09 ,1,44,Strata,697300,-,15848,1472,05-JUL-2018,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,Private,19,55,554336,North East Region,Serangoon
PARK COLONIAL,12 Woodleigh Lane  #13-56 ,1,59,Strata,1293000,-,21915,2036,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357658,Central Region,Toa Payoh
STIRLING RESIDENCES,25 Stirling Road  #08-32 ,1,73,Strata,1372000,-,18795,1746,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148962,Central Region,Queenstown
THE POIZ RESIDENCES,8 Meyappa Chettiar Road  #11-12 ,1,140,Strata,1947000,-,13907,1292,05-JUL-2018,Apartment,99 Yrs From 17/11/2014,Uncompleted,New Sale,N.A,13,35,358455,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,43 Hougang Avenue 7  #06-21 ,1,57,Strata,803000,-,14088,1309,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533814,North East Region,Hougang
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #04-30 ,1,57,Strata,800000,-,14035,1304,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533815,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #33-03 ,1,71,Strata,1397000,-,19676,1828,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #17-03 ,1,71,Strata,1312000,-,18479,1717,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
THE POIZ RESIDENCES,4 Meyappa Chettiar Road  #18-06 ,1,113,Strata,1316000,-,11646,1082,05-JUL-2018,Apartment,99 Yrs From 17/11/2014,Uncompleted,New Sale,HDB,13,35,358453,Central Region,Toa Payoh
MARINA ONE RESIDENCES,23 Marina Way  #08-22 ,1,66,Strata,1828000,-,27697,2573,05-JUL-2018,Apartment,99 Yrs From 01/07/2011,2017,New Sale,Private,01,01,018979,Central Region,Downtown Core
PARK COLONIAL,6 Woodleigh Lane  #05-23 ,1,87,Strata,1526000,-,17540,1630,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357687,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #09-05 ,1,43,Strata,643000,-,14953,1389,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533813,North East Region,Hougang
PARK COLONIAL,4 Woodleigh Lane  #11-12 ,1,63,Strata,1349000,-,21413,1989,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357686,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #08-54 ,1,43,Strata,599000,-,13930,1294,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,57 Hougang Avenue 7  #08-84 ,1,57,Strata,802000,-,14070,1307,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533821,North East Region,Hougang
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #17-61 ,1,68,Strata,896000,-,13176,1224,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533818,North East Region,Hougang
PARK COLONIAL,10 Woodleigh Lane  #07-42 ,1,91,Strata,1584000,-,17407,1617,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357657,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #16-07 ,1,91,Strata,1604000,-,17626,1638,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #08-62 ,1,43,Strata,640000,-,14884,1383,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #08-03 ,1,71,Strata,1276000,-,17972,1670,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #06-29 ,1,43,Strata,634000,-,14744,1370,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533815,North East Region,Hougang
RIVERFRONT RESIDENCES,43 Hougang Avenue 7  #09-21 ,1,57,Strata,815000,-,14298,1328,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533814,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #14-27 ,1,79,Strata,1190000,-,15063,1399,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,10 Woodleigh Lane  #06-43 ,1,99,Strata,1725000,-,17424,1619,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #06-78 ,1,57,Strata,812000,-,14246,1323,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533820,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #12-40 ,1,43,Strata,887000,-,20628,1916,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,10 Woodleigh Lane  #03-48 ,1,56,Strata,1138000,-,20321,1888,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #03-61 ,1,57,Strata,794000,-,13930,1294,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #13-07 ,1,48,Strata,734000,-,15292,1421,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
THE CASCADIA,933 Bukit Timah Road  #05-29 ,1,110,Strata,2050000,-,18636,1731,05-JUL-2018,Condominium,Freehold,2010,Resale,Private,21,58,589644,Central Region,Bukit Timah
PARK COLONIAL,6 Woodleigh Lane  #07-18 ,1,53,Strata,1008000,-,19019,1767,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357687,Central Region,Toa Payoh
TURQUOISE,51 Cove Drive  #05-06 ,1,194,Strata,3100000,-,15979,1485,05-JUL-2018,Condominium,99 Yrs From 12/03/2007,2010,Resale,Private,04,09,098393,Central Region,Southern Islands
PARK COLONIAL,8 Woodleigh Lane  #11-27 ,1,58,Strata,1092000,-,18828,1749,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #08-35 ,1,85,Strata,1482000,-,17435,1620,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #08-06 ,1,61,Strata,1136000,-,18623,1730,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,25 Stirling Road  #07-31 ,1,83,Strata,1505000,-,18133,1685,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148962,Central Region,Queenstown
WALLICH RESIDENCE,3 Wallich Street  #58-02 ,1,185,Strata,8322095,-,44984,4179,05-JUL-2018,Apartment,99 Yrs From 21/02/2011,2017,New Sale,Private,02,07,078882,Central Region,Downtown Core
PARK COLONIAL,2 Woodleigh Lane  #08-01 ,1,63,Strata,1277000,-,20270,1883,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357685,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #01-29 ,1,43,Strata,793000,-,18442,1713,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #15-07 ,1,91,Strata,1598000,-,17560,1631,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
QUEENS PEAK,3 Dundee Road  #37-23 ,1,78,Strata,1619000,-,20756,1928,05-JUL-2018,Condominium,99 Yrs From 28/09/2015,Uncompleted,New Sale,Private,03,14,149457,Central Region,Queenstown
PARK COLONIAL,4 Woodleigh Lane  #05-11 ,1,91,Strata,1807000,-,19857,1845,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357686,Central Region,Toa Payoh
WALLICH RESIDENCE,3 Wallich Street  #48-05 ,1,60,Strata,2280380,-,38006,3531,05-JUL-2018,Apartment,99 Yrs From 21/02/2011,2017,New Sale,Private,02,07,078882,Central Region,Downtown Core
STIRLING RESIDENCES,21 Stirling Road  #15-11 ,1,63,Strata,1291000,-,20492,1904,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,25 Stirling Road  #09-24 ,1,41,Strata,787000,-,19195,1783,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148962,Central Region,Queenstown
PARK COLONIAL,6 Woodleigh Lane  #12-20 ,1,63,Strata,1353000,-,21476,1995,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357687,Central Region,Toa Payoh
PARK COLONIAL,4 Woodleigh Lane  #14-13 ,1,63,Strata,1275000,-,20238,1880,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357686,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #17-11 ,1,63,Strata,1299000,-,20619,1916,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
SIXTEEN35 RESIDENCES,16 Lorong 35 Geylang  #05-02 ,1,62,Strata,914850,-,14756,1371,05-JUL-2018,Apartment,99 Yrs From 06/04/2018,Uncompleted,New Sale,Private,14,38,387946,Central Region,Geylang
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #10-26 ,1,48,Strata,708000,-,14750,1370,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533815,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #03-11 ,1,63,Strata,1238000,-,19651,1826,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,43 Hougang Avenue 7  #06-16 ,1,67,Strata,888000,-,13254,1231,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533814,North East Region,Hougang
THE GARDEN RESIDENCES,1 Serangoon North View  #02-14 ,1,51,Strata,833100,-,16335,1518,05-JUL-2018,Apartment,99 Yrs From 30/10/2017,Uncompleted,New Sale,N.A,19,55,554343,North East Region,Serangoon
PARK COLONIAL,8 Woodleigh Lane  #07-39 ,1,62,Strata,1248000,-,20129,1870,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #01-11 ,1,43,Strata,587000,-,13651,1268,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #07-40 ,1,57,Strata,815000,-,14298,1328,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533816,North East Region,Hougang
RIVERFRONT RESIDENCES,49 Hougang Avenue 7  #08-47 ,1,99,Strata,1308000,-,13212,1227,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533817,North East Region,Hougang
STIRLING RESIDENCES,25 Stirling Road  #08-30 ,1,82,Strata,1419000,-,17305,1608,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148962,Central Region,Queenstown
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #08-73 ,1,103,Strata,1368000,-,13282,1234,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533820,North East Region,Hougang
STIRLING RESIDENCES,25 Stirling Road  #03-33 ,1,47,Strata,872000,-,18553,1724,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148962,Central Region,Queenstown
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #11-40 ,1,57,Strata,831000,-,14579,1354,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533816,North East Region,Hougang
PARK COLONIAL,4 Woodleigh Lane  #09-13 ,1,63,Strata,1260000,-,20000,1858,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357686,Central Region,Toa Payoh
