Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
STIRLING RESIDENCES,21 Stirling Road  #05-03 ,1,71,Strata,1264000,-,17803,1654,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #20-10 ,1,47,Strata,948000,-,20170,1874,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #13-03 ,1,103,Strata,1428000,-,13864,1288,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533813,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #11-10 ,1,47,Strata,902000,-,19191,1783,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
PARK COLONIAL,12 Woodleigh Lane  #08-51 ,1,91,Strata,1627000,-,17879,1661,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357658,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #07-41 ,1,43,Strata,637000,-,14814,1376,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533816,North East Region,Hougang
PARC BOTANNIA,18 Fernvale Street  #02-28 ,1,72,Strata,981000,-,13625,1266,05-JUL-2018,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797394,North East Region,Sengkang
RIVERFRONT RESIDENCES,43 Hougang Avenue 7  #05-21 ,1,57,Strata,799000,-,14018,1302,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533814,North East Region,Hougang
D' ALMIRA,35 Sommerville Road  #05-05 ,1,191,Strata,1900000,-,9948,924,05-JUL-2018,Apartment,Freehold,2011,Resale,Private,13,35,358265,North East Region,Serangoon
TWIN VEW,91 West Coast Vale  #23-05 ,1,106,Strata,1596000,-,15057,1399,05-JUL-2018,Apartment,99 Yrs From 15/05/2017,Uncompleted,New Sale,Private,05,12,126755,West Region,Clementi
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #17-64 ,1,80,Strata,1001000,-,12513,1162,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533819,North East Region,Hougang
PARK COLONIAL,10 Woodleigh Lane  #08-42 ,1,91,Strata,1594000,-,17516,1627,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #05-61 ,1,57,Strata,802000,-,14070,1307,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533818,North East Region,Hougang
PARK COLONIAL,2 Woodleigh Lane  #06-08 ,1,69,Strata,1401000,-,20304,1886,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357685,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #11-63 ,1,85,Strata,1228000,-,14447,1342,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533819,North East Region,Hougang
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #01-31 ,1,67,Strata,877100,-,13091,1216,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533815,North East Region,Hougang
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #02-29 ,1,43,Strata,622000,-,14465,1344,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533815,North East Region,Hougang
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #11-76 ,1,138,Strata,1890000,-,13696,1272,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533820,North East Region,Hougang
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #12-71 ,1,48,Strata,725000,-,15104,1403,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533820,North East Region,Hougang
CARABELLE,55 West Coast Way  #12-09 ,1,199,Strata,2600000,-,13065,1214,05-JUL-2018,Condominium,956 Yrs From 27/05/1928,2009,Resale,Private,05,12,127017,West Region,Clementi
RESIDENCES @ EVELYN,15 Evelyn Road  #13-01 ,1,142,Strata,3100000,-,21831,2028,05-JUL-2018,Condominium,Freehold,2007,Resale,Private,11,30,309311,Central Region,Novena
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #10-63 ,1,85,Strata,1223000,-,14388,1337,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533819,North East Region,Hougang
PARK COLONIAL,12 Woodleigh Lane  #12-53 ,1,59,Strata,1127000,-,19102,1775,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357658,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #08-29 ,1,43,Strata,828000,-,19256,1789,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #07-01 ,1,57,Strata,806000,-,14140,1314,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #11-07 ,1,48,Strata,728000,-,15167,1409,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #08-08 ,1,125,Strata,2120000,-,16960,1576,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
PARK COLONIAL,6 Woodleigh Lane  #06-21 ,1,63,Strata,1349000,-,21413,1989,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357687,Central Region,Toa Payoh
PARK COLONIAL,6 Woodleigh Lane  #12-21 ,1,63,Strata,1377000,-,21857,2031,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357687,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #05-10 ,1,43,Strata,599000,-,13930,1294,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
PARK COLONIAL,6 Woodleigh Lane  #05-20 ,1,63,Strata,1321000,-,20968,1948,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357687,Central Region,Toa Payoh
KINGSFORD WATERBAY,74 Upper Serangoon View  #04-52 ,1,83,Strata,1168000,-,14072,1307,05-JUL-2018,Apartment,99 Yrs From 03/03/2014,Uncompleted,New Sale,HDB,19,53,533881,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #03-10 ,1,47,Strata,868000,-,18468,1716,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #04-78 ,1,57,Strata,804000,-,14105,1310,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533820,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #03-30 ,1,43,Strata,793000,-,18442,1713,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,12 Woodleigh Lane  #10-51 ,1,91,Strata,1637000,-,17989,1671,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357658,Central Region,Toa Payoh
PARK COLONIAL,10 Woodleigh Lane  #01-41 ,1,59,Strata,1080000,-,18305,1701,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #10-71 ,1,48,Strata,719000,-,14979,1392,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533820,North East Region,Hougang
SENNETT RESIDENCE,33 Pheng Geck Avenue  #18-09 ,1,245,Strata,3450000,-,14082,1308,05-JUL-2018,Condominium,99 Yrs From 28/11/2011,2016,Resale,Private,13,34,348228,Central Region,Toa Payoh
PARK COLONIAL,6 Woodleigh Lane  #12-17 ,1,43,Strata,857000,-,19930,1852,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357687,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #06-27 ,1,58,Strata,1068000,-,18414,1711,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #13-14 ,1,43,Strata,626000,-,14558,1352,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #06-51 ,1,99,Strata,1315000,-,13283,1234,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #08-11 ,1,63,Strata,1260000,-,20000,1858,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #20-03 ,1,71,Strata,1328000,-,18704,1738,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,25 Stirling Road  #10-23 ,1,63,Strata,1257000,-,19952,1854,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148962,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #11-09 ,1,59,Strata,1223000,-,20729,1926,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #05-53 ,1,43,Strata,587000,-,13651,1268,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
PARK COLONIAL,6 Woodleigh Lane  #13-20 ,1,63,Strata,1357000,-,21540,2001,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357687,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #10-11 ,1,63,Strata,1268000,-,20127,1870,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
PARK COLONIAL,10 Woodleigh Lane  #09-41 ,1,59,Strata,1108000,-,18780,1745,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #08-26 ,1,58,Strata,1114000,-,19207,1784,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #03-32 ,1,43,Strata,793000,-,18442,1713,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #03-40 ,1,57,Strata,799000,-,14018,1302,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533816,North East Region,Hougang
PARK PLACE RESIDENCES AT PLQ,2 Paya Lebar Road  #10-03 ,1,108,Strata,2007000,-,18583,1726,05-JUL-2018,Apartment,99 Yrs From 29/06/2015,Uncompleted,New Sale,N.A,14,40,409053,Central Region,Geylang
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #10-69 ,1,57,Strata,828000,-,14526,1350,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533819,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #08-27 ,1,58,Strata,1080000,-,18621,1730,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #07-54 ,1,43,Strata,593000,-,13791,1281,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #05-29 ,1,43,Strata,816000,-,18977,1763,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,57 Hougang Avenue 7  #03-84 ,1,57,Strata,778000,-,13649,1268,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533821,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #09-09 ,1,59,Strata,1201860,-,20371,1892,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
PARK COLONIAL,8 Woodleigh Lane  #04-32 ,1,43,Strata,796000,-,18512,1720,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #17-40 ,1,68,Strata,901000,-,13250,1231,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533816,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #08-30 ,1,43,Strata,828000,-,19256,1789,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh
WALLICH RESIDENCE,3 Wallich Street  #40-06 ,1,122,Strata,4026195,-,33002,3066,05-JUL-2018,Apartment,99 Yrs From 21/02/2011,2017,New Sale,Private,02,07,078882,Central Region,Downtown Core
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #04-72 ,1,103,Strata,1374000,-,13340,1239,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533820,North East Region,Hougang
STIRLING RESIDENCES,25 Stirling Road  #11-31 ,1,83,Strata,1531000,-,18446,1714,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148962,Central Region,Queenstown
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #13-62 ,1,43,Strata,652000,-,15163,1409,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533818,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #05-04 ,1,58,Strata,1069000,-,18431,1712,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #10-38 ,1,103,Strata,1407000,-,13660,1269,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533816,North East Region,Hougang
AFFINITY AT SERANGOON,18 Serangoon North Avenue 1  #10-03 ,1,58,Strata,944300,-,16281,1513,05-JUL-2018,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,N.A,19,55,554336,North East Region,Serangoon
PARK COLONIAL,6 Woodleigh Lane  #09-17 ,1,43,Strata,848000,-,19721,1832,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357687,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #11-41 ,1,43,Strata,649000,-,15093,1402,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533816,North East Region,Hougang
PARK COLONIAL,10 Woodleigh Lane  #14-41 ,1,77,Strata,1208000,-,15688,1457,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh
STIRLING RESIDENCES,25 Stirling Road  #35-25 ,1,98,Strata,1870000,-,19082,1773,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148962,Central Region,Queenstown
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #07-70 ,1,85,Strata,1193000,-,14035,1304,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533819,North East Region,Hougang
SERANGOON GARDEN ESTATE,22 Crowhurst Drive ,1,387,Land,5000000,-,12930,1201,05-JUL-2018,Semi-Detached House,999 Yrs From 01/01/1953,Unknown,Resale,Private,19,55,557901,North East Region,Serangoon
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #09-38 ,1,103,Strata,1401000,-,13602,1264,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533816,North East Region,Hougang
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #06-56 ,1,48,Strata,662000,-,13792,1281,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #06-27 ,1,56,Strata,787000,-,14054,1306,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533815,North East Region,Hougang
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #09-64 ,1,67,Strata,923000,-,13776,1280,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533819,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #14-35 ,1,105,Strata,1593000,-,15171,1409,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #09-40 ,1,57,Strata,823000,-,14439,1341,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533816,North East Region,Hougang
EUHABITAT,206 Jalan Eunos  #05-56 ,1,51,Strata,725000,-,14216,1321,05-JUL-2018,Condominium,99 Yrs From 06/12/2010,2015,Resale,HDB,14,41,419547,East Region,Bedok
MARGARET VILLE,20 Margaret Drive  #11-03 ,1,85,Strata,1633700,-,19220,1786,05-JUL-2018,Apartment,99 Yrs From 13/03/2017,Uncompleted,New Sale,HDB,03,14,149312,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #03-03 ,1,71,Strata,1256000,-,17690,1643,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,57 Hougang Avenue 7  #16-80 ,1,67,Strata,955000,-,14254,1324,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533821,North East Region,Hougang
PARK COLONIAL,6 Woodleigh Lane  #13-19 ,1,127,Strata,2353000,-,18528,1721,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357687,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #08-07 ,1,91,Strata,1556000,-,17099,1589,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
PARK COLONIAL,8 Woodleigh Lane  #03-40 ,1,43,Strata,857000,-,19930,1852,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
TRELLIS TOWERS,700 Lorong 1 Toa Payoh  #24-02 ,1,153,Strata,2180000,-,14248,1324,05-JUL-2018,Condominium,Freehold,2000,Resale,Private,12,31,319773,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #03-69 ,1,57,Strata,800000,-,14035,1304,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533819,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #12-10 ,1,47,Strata,907000,-,19298,1793,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #05-69 ,1,57,Strata,808000,-,14175,1317,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533819,North East Region,Hougang
PARK COLONIAL,6 Woodleigh Lane  #09-18 ,1,53,Strata,1020000,-,19245,1788,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357687,Central Region,Toa Payoh
AVILA TERRACE,41 Mariam Way ,1,168,Land,2250000,-,13377,1243,05-JUL-2018,Terrace House,Freehold,1992,Resale,Private,17,50,508560,East Region,Pasir Ris
STIRLING RESIDENCES,25 Stirling Road  #11-33 ,1,47,Strata,907000,-,19298,1793,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148962,Central Region,Queenstown
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #05-03 ,1,103,Strata,1380000,-,13398,1245,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #15-05 ,1,43,Strata,661000,-,15372,1428,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
PARK COLONIAL,2 Woodleigh Lane  #08-02 ,1,116,Strata,2181000,-,18802,1747,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357685,Central Region,Toa Payoh
PARK COLONIAL,10 Woodleigh Lane  #11-43 ,1,99,Strata,1755000,-,17727,1647,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #06-62 ,1,43,Strata,631000,-,14674,1363,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533818,North East Region,Hougang
PARK COLONIAL,6 Woodleigh Lane  #12-18 ,1,53,Strata,1032000,-,19472,1809,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357687,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,57 Hougang Avenue 7  #05-80 ,1,67,Strata,911000,-,13597,1263,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533821,North East Region,Hougang
MARGARET VILLE,20 Margaret Drive  #08-03 ,1,85,Strata,1569000,-,18459,1715,05-JUL-2018,Apartment,99 Yrs From 13/03/2017,Uncompleted,New Sale,HDB,03,14,149312,Central Region,Queenstown
PARK COLONIAL,10 Woodleigh Lane  #07-48 ,1,56,Strata,1154000,-,20607,1914,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357657,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #17-07 ,1,59,Strata,784000,-,13288,1234,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #16-07 ,1,48,Strata,743000,-,15479,1438,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #07-51 ,1,99,Strata,1321000,-,13343,1240,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #09-50 ,1,48,Strata,713000,-,14854,1380,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,49 Hougang Avenue 7  #11-46 ,1,81,Strata,1175000,-,14506,1348,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533817,North East Region,Hougang
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #10-78 ,1,57,Strata,828000,-,14526,1350,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533820,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #06-32 ,1,43,Strata,819000,-,19047,1769,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #05-28 ,1,43,Strata,804000,-,18698,1737,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #06-28 ,1,43,Strata,824000,-,19163,1780,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,43 Hougang Avenue 7  #08-16 ,1,67,Strata,900000,-,13433,1248,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533814,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #06-35 ,1,85,Strata,1467000,-,17259,1603,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,10 Woodleigh Lane  #13-46 ,1,91,Strata,1652000,-,18154,1687,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh
CENTRA RESIDENCE,8 Lorong 7 Geylang  #05-15 ,1,42,Strata,600000,-,14286,1327,05-JUL-2018,Apartment,Freehold,2014,Resale,HDB,14,38,388792,Central Region,Geylang
HERITAGE VIEW,8 Dover Rise  #03-06 ,1,112,Strata,1380000,-,12321,1145,05-JUL-2018,Condominium,99 Yrs From 12/08/1996,1998,Resale,HDB,05,13,138679,Central Region,Queenstown
PARK COLONIAL,10 Woodleigh Lane  #07-43 ,1,99,Strata,1730000,-,17475,1623,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,43 Hougang Avenue 7  #02-16 ,1,67,Strata,872000,-,13015,1209,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533814,North East Region,Hougang
