Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
REFLECTIONS AT KEPPEL BAY,29 Keppel Bay View  #04-87 ,1,127,Strata,1965000,-,15472,1437,15-JAN-2020,Condominium,99 Yrs From 15/03/2006,2011,Resale,N.A,04,09,098417,Central Region,Bukit Merah
RIVERVALE CREST,5 Rivervale Crescent  #04-09 ,1,112,Strata,740000,-,6607,614,15-JAN-2020,Apartment,99 Yrs From 06/12/1997,2002,Resale,N.A,19,54,545084,North East Region,Sengkang
JADESCAPE,16 Shunfu Road  #07-54 ,1,71,Strata,1280200,-,18031,1675,15-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575749,Central Region,Bishan
10 EVELYN,10 Evelyn Road  #04-02 ,1,46,Strata,1390000,-,30217,2807,15-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,11,30,309312,Central Region,Novena
THE FLORAVALE,240 Westwood Avenue  #07-45 ,1,114,Strata,855000,-,7500,697,15-JAN-2020,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,N.A,22,64,648364,West Region,Jurong West
BLOSSOM RESIDENCES,34 Segar Road  #04-35 ,1,98,Strata,945000,-,9643,896,15-JAN-2020,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,HDB,23,67,677723,West Region,Bukit Panjang
MELVILLE PARK,24 Simei Street 1  #11-08 ,1,145,Strata,1112000,-,7669,712,15-JAN-2020,Condominium,99 Yrs From 01/09/1992,1996,Resale,N.A,18,52,529946,East Region,Tampines
THE LAURELS,40 Cairnhill Road  #17-09 ,1,169,Strata,4200000,-,24852,2309,15-JAN-2020,Condominium,Freehold,2013,Resale,N.A,09,22,229660,Central Region,Newton
UPTOWN @ FARRER,2 Perumal Road  #09-04 ,1,50,Strata,1020324,-,20406,1896,15-JAN-2020,Apartment,99 Yrs From 17/04/2017,Uncompleted,New Sale,N.A,08,21,218773,Central Region,Kallang
GROSVENOR VIEW,3 Lengkong Empat  #02-05 ,1,116,Strata,1300000,-,11207,1041,15-JAN-2020,Condominium,Freehold,2006,Resale,N.A,14,41,417611,East Region,Bedok
THE JOVELL,15 Flora Drive  #01-19 ,1,67,Strata,910000,-,13582,1262,15-JAN-2020,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,N.A,17,50,506854,East Region,Pasir Ris
SEMBAWANG HILLS ESTATE,40 Jalan Gelenggang ,1,189,Land,3680000,-,19450,1807,15-JAN-2020,Terrace House,Freehold,Unknown,Resale,N.A,20,57,578214,North East Region,Ang Mo Kio
RIVERFRONT RESIDENCES,49 Hougang Avenue 7  #17-44 ,1,54,Strata,693000,-,12833,1192,15-JAN-2020,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533817,North East Region,Hougang
REFLECTIONS AT KEPPEL BAY,1 Keppel Bay View  #07-03 ,1,150,Strata,2877600,-,19184,1782,15-JAN-2020,Condominium,99 Yrs From 15/03/2006,2011,Resale,N.A,04,09,098402,Central Region,Bukit Merah
LEEDON GREEN,26 Leedon Heights  #09-02 ,1,139,Strata,4180800,-,30078,2794,15-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,26,266221,Central Region,Bukit Timah
REZI 24,39 Lorong 24 Geylang  #07-17 ,1,60,Strata,1058800,-,17647,1639,15-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,14,39,398636,Central Region,Geylang
THE HYDE,11 Balmoral Road  #12-10 ,1,91,Strata,2651616,-,29139,2707,15-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,25,259796,Central Region,Tanglin
LA CASA,60 Woodlands Drive 16  #10-21 ,1,106,Strata,828000,-,7811,726,15-JAN-2020,Executive Condominium,99 Yrs From 13/09/2004,2008,Resale,HDB,25,73,737896,North Region,Woodlands
KOVAN APARTMENTS,32 Kovan Road  #04-04 ,1,138,Strata,1425000,-,10326,959,15-JAN-2020,Apartment,Freehold,1994,Resale,N.A,19,54,548102,North East Region,Hougang
PARC CLEMATIS,8E Jalan Lempeng  #15-57 ,1,97,Strata,1735000,-,17887,1662,15-JAN-2020,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128827,West Region,Clementi
HEDGES PARK CONDOMINIUM,83 Flora Drive  #07-38 ,1,167,Strata,1350000,-,8084,751,15-JAN-2020,Condominium,99 Yrs From 28/07/2010,2015,Resale,HDB,17,50,506887,East Region,Pasir Ris
SPRING GROVE,53 Grange Road  #12-02 ,1,94,Strata,1600000,-,17021,1581,15-JAN-2020,Condominium,99 Yrs From 01/12/1991,1996,Resale,N.A,10,24,249565,Central Region,Tanglin
GILSTEAD COURT,50E Gilstead Road ,1,136,Strata,2327000,-,17110,1590,15-JAN-2020,Condominium,Freehold,1978,Resale,N.A,11,30,309094,Central Region,Novena
NOMU,20 Handy Road  #08-06 ,1,103,Strata,2200000,-,21359,1984,15-JAN-2020,Apartment,Freehold,2009,Resale,N.A,09,22,229236,Central Region,Museum
OASIS @ MULBERRY,78 Chempaka Avenue ,1,224,Land,3388888,-,15163,1409,15-JAN-2020,Terrace House,Freehold,2006,Resale,N.A,13,34,349690,Central Region,Toa Payoh
MARTINA MANSIONS,315 Bukit Timah Road  #05-01 ,1,117,Strata,2300000,-,19658,1826,15-JAN-2020,Apartment,Freehold,2000,Resale,N.A,10,25,259710,Central Region,Tanglin
PARC ESTA,908 Sims Avenue  #15-42 ,1,114,Strata,2084000,-,18281,1698,14-JAN-2020,Apartment,99 Yrs From 12/07/2018,Uncompleted,New Sale,N.A,14,40,408970,Central Region,Geylang
ONE DEVONSHIRE,1 Devonshire Road  #15-01 ,1,111,Strata,2800000,-,25225,2343,14-JAN-2020,Condominium,Freehold,2011,Resale,N.A,09,23,239896,Central Region,River Valley
PARC CLEMATIS,8C Jalan Lempeng  #13-37 ,1,48,Strata,845000,-,17604,1635,14-JAN-2020,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
ASTON MANSIONS,3 Lorong 42 Geylang  #07-08 ,1,94,Strata,957000,-,10181,946,14-JAN-2020,Apartment,99 Yrs From 13/02/1995,1998,Resale,N.A,14,39,398026,Central Region,Geylang
LOYANG VILLAS,49 Loyang View ,1,150,Land,1278000,-,8520,792,14-JAN-2020,Terrace House,99 Yrs From 01/05/1993,1996,Resale,N.A,17,50,507221,East Region,Pasir Ris
SERANGOON GARDEN ESTATE,64 Braemar Drive ,1,260,Land,2800000,-,10757,999,14-JAN-2020,Terrace House,999 Yrs From 01/01/1955,Unknown,Resale,N.A,19,55,559467,North East Region,Serangoon
WHISTLER GRAND,107 West Coast Vale  #23-01 ,1,57,Strata,917580,-,16098,1496,14-JAN-2020,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,05,12,126751,West Region,Clementi
YISHUN EMERALD,24 Canberra Drive  #10-12 ,1,95,Strata,775000,-,8158,758,14-JAN-2020,Condominium,99 Yrs From 16/02/1998,2002,Resale,N.A,27,76,768427,North Region,Yishun
ROYALGREEN,6A Anamalai Avenue  #03-43 ,1,67,Strata,1969000,-,29388,2730,14-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,27,279995,Central Region,Bukit Timah
TREASURE AT TAMPINES,39 Tampines Lane  #10-128 ,1,61,Strata,892112,-,14625,1359,14-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528466,East Region,Tampines
ARENA RESIDENCES,20 Guillemard Crescent  #06-08 ,1,82,Strata,1588000,-,19366,1799,14-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,14,39,399915,Central Region,Geylang
SKY EVERTON,50 Everton Road  #19-09 ,1,85,Strata,2335000,-,27471,2552,14-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,02,08,089396,Central Region,Bukit Merah
THE VESTA,112 Lorong K Telok Kurau  #02-05 ,1,117,Strata,1320000,-,11282,1048,14-JAN-2020,Apartment,Freehold,2008,Resale,N.A,15,42,425746,East Region,Bedok
8 SAINT THOMAS,10 St. Thomas Walk  #33-06 ,1,81,Strata,2803000,-,34605,3215,14-JAN-2020,Condominium,Freehold,2018,Resale,N.A,09,23,238102,Central Region,River Valley
MACKENZIE REGENCY,33 Mackenzie Road  #06-01 ,1,101,Strata,1438000,-,14238,1323,14-JAN-2020,Apartment,Freehold,2007,Resale,HDB,09,22,228686,Central Region,Rochor
KINGSFORD WATERBAY,72 Upper Serangoon View  #03-44 ,1,45,Strata,510000,-,11333,1053,14-JAN-2020,Apartment,99 Yrs From 03/03/2014,2018,Sub Sale,HDB,19,53,533882,North East Region,Hougang
OPERA ESTATE,1 Tosca Terrace ,1,204,Land,3840000,-,18814,1748,14-JAN-2020,Terrace House,Freehold,2018,Resale,N.A,15,45,455395,East Region,Bedok
KANDIS RESIDENCE,2 Kandis Link  #07-05 ,1,74,Strata,1045800,-,14132,1313,14-JAN-2020,Condominium,99 Yrs From 11/07/2016,Uncompleted,New Sale,N.A,27,75,756967,North Region,Sembawang
THE CLEARWATER,6 Bedok Reservoir View  #17-16 ,1,121,Strata,1275000,-,10537,979,14-JAN-2020,Condominium,99 Yrs From 18/07/1997,2001,Resale,N.A,16,47,479234,East Region,Bedok
WALLICH RESIDENCE,3 Wallich Street  #49-09 ,1,102,Strata,3420000,-,33529,3115,14-JAN-2020,Apartment,99 Yrs From 21/02/2011,2017,Resale,N.A,02,07,078882,Central Region,Downtown Core
STIRLING RESIDENCES,23 Stirling Road  #19-15 ,1,41,Strata,932000,-,22732,2112,14-JAN-2020,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148961,Central Region,Queenstown
EIGHT RIVERSUITES,6 Whampoa East  #15-12 ,1,91,Strata,1400000,-,15385,1429,14-JAN-2020,Condominium,99 Yrs From 11/07/2011,2016,Resale,HDB,12,33,338519,Central Region,Kallang
MARINA COLLECTION,17 Cove Drive  #04-19 ,1,317,Strata,6500000,-,20505,1905,14-JAN-2020,Condominium,99 Yrs From 03/01/2007,2011,Resale,N.A,04,09,098329,Central Region,Southern Islands
CAYMAN RESIDENCES,3E East Coast Avenue ,1,162,Land,4200000,-,25926,2409,14-JAN-2020,Terrace House,Freehold,2019,New Sale,N.A,15,45,454782,East Region,Bedok
Q BAY RESIDENCES,5 Tampines Street 86  #10-21 ,1,104,Strata,1250000,-,12019,1117,14-JAN-2020,Condominium,99 Yrs From 21/08/2012,2016,Resale,N.A,18,52,528585,East Region,Tampines
N.A.,35 Meragi Terrace ,1,195,Land,2480000,-,12692,1179,14-JAN-2020,Terrace House,999 Yrs From 06/07/1885,1991,Resale,HDB,16,48,487855,East Region,Tampines
HIGH PARK RESIDENCES,31 Fernvale Road  #03-55 ,1,54,Strata,725000,-,13426,1247,14-JAN-2020,Apartment,99 Yrs From 05/11/2014,2019,Sub Sale,HDB,28,79,797417,North East Region,Sengkang
NORTHOAKS,32 Woodlands Crescent  #11-02 ,1,115,Strata,820000,-,7130,662,14-JAN-2020,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738087,North Region,Woodlands
CELADON VIEW,45 Jalan Loyang Besar  #04-06 ,1,134,Strata,960000,-,7164,666,14-JAN-2020,Apartment,999 Yrs From 29/05/1885,1999,Resale,HDB,17,50,507029,East Region,Pasir Ris
8 SAINT THOMAS,10 St. Thomas Walk  #24-06 ,1,81,Strata,2748000,-,33926,3152,14-JAN-2020,Condominium,Freehold,2018,Resale,N.A,09,23,238102,Central Region,River Valley
RIVERBANK @ FERNVALE,13 Fernvale Close  #16-16 ,1,46,Strata,580000,-,12609,1171,14-JAN-2020,Condominium,99 Yrs From 10/07/2013,2017,Resale,HDB,28,79,797476,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #21-04 ,1,62,Strata,959000,-,15468,1437,14-JAN-2020,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,N.A,28,79,797390,North East Region,Sengkang
URBAN RESORT CONDOMINIUM,32A Cairnhill Road  #16-03 ,1,237,Strata,6050000,-,25527,2372,14-JAN-2020,Condominium,Freehold,2013,Resale,N.A,09,22,229720,Central Region,Newton
RIVERSOUND RESIDENCE,9A Sengkang East Avenue  #02-36 ,1,127,Strata,1250000,-,9843,914,14-JAN-2020,Condominium,99 Yrs From 26/08/2011,2015,Resale,N.A,19,54,544743,North East Region,Sengkang
DOUBLE BAY RESIDENCES,21A Simei Street 4  #03-42 ,1,127,Strata,1495000,-,11772,1094,14-JAN-2020,Condominium,99 Yrs From 07/04/2008,2012,Resale,N.A,18,52,528718,East Region,Tampines
CABANA,199 Sunrise Terrace ,1,271,Strata,1831888,-,6760,628,14-JAN-2020,Terrace House,103 Yrs From 23/04/2009,2013,Resale,N.A,28,80,805354,North East Region,Ang Mo Kio
EIGHT COURTYARDS,14 Canberra Drive  #12-30 ,1,146,Strata,1530000,-,10479,974,14-JAN-2020,Condominium,99 Yrs From 20/09/2010,2014,Resale,N.A,27,76,768096,North Region,Yishun
NORTHWOOD,72 Jalan Mata Ayer  #01-26 ,1,149,Strata,1398000,-,9383,872,14-JAN-2020,Condominium,Freehold,2009,Resale,HDB,27,75,757489,North Region,Mandai
PARC ESTA,914 Sims Avenue  #02-63 ,1,93,Strata,1595000,-,17151,1593,13-JAN-2020,Apartment,99 Yrs From 12/07/2018,Uncompleted,New Sale,N.A,14,40,408973,Central Region,Geylang
THE EQUATORIAL,151 Stevens Road  #15-04 ,1,225,Strata,3400000,-,15111,1404,13-JAN-2020,Condominium,Freehold,2001,Resale,N.A,10,25,257872,Central Region,Tanglin
THE PALETTE,113 Pasir Ris Grove  #06-35 ,1,108,Strata,1210000,-,11204,1041,13-JAN-2020,Condominium,99 Yrs From 20/10/2010,2015,Resale,N.A,18,51,518171,East Region,Pasir Ris
CENTRA LOFT,3 Lorong 35 Geylang  #05-03 ,1,44,Strata,612888,-,13929,1294,13-JAN-2020,Apartment,Freehold,2013,Resale,HDB,14,38,387935,Central Region,Geylang
SIMS RESIDENCES,8 Lorong 39 Geylang  #02-13 ,1,131,Strata,1180000,-,9008,837,13-JAN-2020,Apartment,99 Yrs From 11/08/1997,2002,Resale,HDB,14,38,387882,Central Region,Geylang
PALM HAVEN,18 Palm Grove Avenue  #01-11 ,1,150,Strata,1200000,-,8000,743,13-JAN-2020,Condominium,999 Yrs From 01/09/1876,2002,Resale,HDB,19,54,547312,North East Region,Hougang
BELYSA,59 Pasir Ris Drive 1  #06-15 ,1,103,Strata,950000,-,9223,857,13-JAN-2020,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,HDB,18,51,519532,East Region,Pasir Ris
MAYFAIR MODERN,2 Rifle Range Road  #03-01 ,1,97,Strata,2193200,-,22610,2101,13-JAN-2020,Condominium,99 Yrs From 18/09/2018,Uncompleted,New Sale,N.A,21,58,588373,Central Region,Bukit Timah
DUNEARN 386,386 Dunearn Road  #03-06 ,1,86,Strata,2280000,-,26512,2463,13-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,11,28,289599,Central Region,Bukit Timah
N.A.,4 How Sun Avenue ,1,119,Land,1680000,-,14165,1316,13-JAN-2020,Terrace House,Freehold,1958,Resale,N.A,19,53,538658,North East Region,Serangoon
RAFFLES PARK,20 Oriole Crescent ,1,910,Land,15500000,-,17033,1582,13-JAN-2020,Detached House,Freehold,1995,Resale,N.A,11,28,288613,Central Region,Bukit Timah
MARTIN NO 38,38 Martin Road  #07-01 ,1,124,Strata,3480000,-,28065,2607,13-JAN-2020,Apartment,Freehold,2011,Resale,N.A,09,23,239059,Central Region,River Valley
WHISTLER GRAND,109 West Coast Vale  #27-20 ,1,92,Strata,1398920,-,15206,1413,13-JAN-2020,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,05,12,126752,West Region,Clementi
PARC CLEMATIS,2E Jalan Lempeng ,1,322,Strata,3552888,-,11034,1025,13-JAN-2020,Terrace House,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128815,West Region,Clementi
PARC KOMO,961 Upper Changi Road North  #05-67 ,1,93,Strata,1537000,-,16527,1535,13-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,17,50,507663,East Region,Pasir Ris
THE MEZZO,205 Balestier Road  #14-03 ,1,78,Strata,1200000,-,15385,1429,13-JAN-2020,Apartment,Freehold,2012,Resale,HDB,12,32,329682,Central Region,Novena
N.A.,148B Joo Chiat Terrace ,1,111,Strata,505000,-,4550,423,13-JAN-2020,Apartment,Freehold,1987,Resale,N.A,15,42,427291,Central Region,Geylang
PARC OASIS,39 Jurong East Avenue 1  #18-06 ,1,100,Strata,1016000,-,10160,944,13-JAN-2020,Condominium,99 Yrs From 01/12/1991,1994,Resale,N.A,22,60,609776,West Region,Jurong East
THE MAYFAIR,7 Jurong East Street 32  #12-03 ,1,83,Strata,840000,-,10120,940,13-JAN-2020,Condominium,99 Yrs From 04/12/1996,2000,Resale,HDB,22,60,609480,West Region,Jurong East
HOCK MANSION,1 Wilkie Terrace  #05-01 ,1,150,Strata,2180000,-,14533,1350,13-JAN-2020,Apartment,Freehold,1975,Resale,N.A,09,22,228022,Central Region,Rochor
KINGSFORD WATERBAY,70 Upper Serangoon View  #15-35 ,1,44,Strata,650000,-,14773,1372,13-JAN-2020,Apartment,99 Yrs From 03/03/2014,2018,Sub Sale,N.A,19,53,533883,North East Region,Hougang
KENT RIDGE HILL RESIDENCES,52 South Buona Vista Road  #03-27 ,1,44,Strata,852000,-,19364,1799,13-JAN-2020,Apartment,99 Yrs From 10/11/2018,Uncompleted,New Sale,N.A,05,11,118168,Central Region,Queenstown
KENT RIDGE HILL RESIDENCES,66 South Buona Vista Road  #04-68 ,1,72,Strata,1435000,-,19931,1852,13-JAN-2020,Apartment,99 Yrs From 10/11/2018,Uncompleted,New Sale,N.A,05,11,118175,Central Region,Queenstown
BARTLEY RESIDENCES,3A Lorong How Sun  #02-16 ,1,53,Strata,739400,-,13951,1296,13-JAN-2020,Apartment,99 Yrs From 29/06/2011,2015,Resale,HDB,19,53,536561,North East Region,Serangoon
PARC OLYMPIA,54 Flora Drive  #02-17 ,1,153,Strata,1400000,-,9150,850,13-JAN-2020,Condominium,99 Yrs From 25/01/2012,2015,Resale,HDB,17,50,506870,East Region,Pasir Ris
THE PETALS,91 Hillview Avenue  #06-19 ,1,117,Strata,1328000,-,11350,1054,13-JAN-2020,Condominium,Freehold,2002,Resale,N.A,23,66,669625,West Region,Bukit Batok
CASABELLA,180 Duchess Avenue ,1,286,Strata,3050000,-,10664,991,13-JAN-2020,Condominium,Freehold,2005,Resale,HDB,10,26,269189,Central Region,Bukit Timah
D'ZIRE,12 Robey Crescent  #04-07 ,1,36,Strata,500000,-,13889,1290,13-JAN-2020,Apartment,999 Yrs From 27/12/1875,2014,Resale,HDB,19,54,546290,North East Region,Hougang
DAINTREE RESIDENCE,11L Toh Tuck Road  #05-57 ,1,63,Strata,1247720,-,19805,1840,13-JAN-2020,Condominium,99 Yrs From 17/07/2017,Uncompleted,New Sale,N.A,21,59,596133,Central Region,Bukit Timah
PARC BOTANNIA,18 Fernvale Street  #14-31 ,1,62,Strata,946680,-,15269,1419,13-JAN-2020,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,N.A,28,79,797394,North East Region,Sengkang
THE LINEAR,882 Upper Bukit Timah Road  #07-07 ,1,163,Strata,1650000,-,10123,940,13-JAN-2020,Apartment,999 Yrs From 02/10/1876,2006,Resale,N.A,23,67,678182,West Region,Bukit Panjang
SEMBAWANG HILLS ESTATE,22 Jalan Telang ,1,189,Land,3288000,-,17388,1615,13-JAN-2020,Terrace House,Freehold,2019,Resale,N.A,20,57,576692,North East Region,Ang Mo Kio
THE CASCADIA,929 Bukit Timah Road  #07-18 ,1,139,Strata,2650000,-,19065,1771,13-JAN-2020,Condominium,Freehold,2010,Resale,N.A,21,58,589642,Central Region,Bukit Timah
BLOSSOM RESIDENCES,30 Segar Road  #05-04 ,1,98,Strata,918000,-,9367,870,13-JAN-2020,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,HDB,23,67,677721,West Region,Bukit Panjang
CHATEAU LE FAME,51 Ewe Boon Road  #04-01 ,1,101,Strata,1690088,-,16734,1555,13-JAN-2020,Apartment,Freehold,2000,Resale,N.A,10,25,259345,Central Region,Tanglin
BALCON EAST,482 Upper East Coast Road  #02-08 ,1,58,Strata,715000,-,12328,1145,13-JAN-2020,Apartment,Freehold,2011,Resale,N.A,16,46,466519,East Region,Bedok
EASTERN LAGOON,202 Upper East Coast Road  #14-03 ,1,83,Strata,1240000,-,14940,1388,13-JAN-2020,Condominium,Freehold,1985,Resale,N.A,15,45,455284,East Region,Bedok
RAFFLESIA CONDOMINIUM,33 Bishan Street 21  #08-10 ,1,121,Strata,1495000,-,12355,1148,13-JAN-2020,Condominium,99 Yrs From 18/07/1997,2003,Resale,N.A,20,57,579801,Central Region,Bishan
ONE HOLLAND VILLAGE RESIDENCES,1 Holland Village Way  #23-01 ,1,102,Strata,3116560,3085394,30249,2810,13-JAN-2020,Apartment,99 Yrs From 13/08/2018,Uncompleted,New Sale,N.A,10,27,275754,Central Region,Queenstown
ONE HOLLAND VILLAGE RESIDENCES,1 Holland Village Way  #06-02 ,1,74,Strata,2014011,2007968,27135,2521,13-JAN-2020,Apartment,99 Yrs From 13/08/2018,Uncompleted,New Sale,N.A,10,27,275754,Central Region,Queenstown
THE TRE VER,68 Potong Pasir Avenue 1  #15-37 ,1,46,Strata,852000,-,18522,1721,13-JAN-2020,Condominium,99 Yrs From 27/03/2018,Uncompleted,New Sale,N.A,13,35,358395,Central Region,Toa Payoh
CONCOURSE SKYLINE,298 Beach Road  #24-14 ,1,128,Strata,3260847,-,25475,2367,13-JAN-2020,Apartment,99 Yrs From 13/03/2008,2014,Resale,N.A,07,19,199554,Central Region,Kallang
THE WOODLEIGH RESIDENCES,23 Bidadari Park Drive  #08-31 ,1,62,Strata,1210000,-,19516,1813,13-JAN-2020,Apartment,99 Yrs From 18/09/2017,Uncompleted,New Sale,N.A,13,36,367796,Central Region,Toa Payoh
ARTRA,10 Alexandra View  #35-10 ,1,97,Strata,2052400,-,21159,1966,13-JAN-2020,Apartment,99 Yrs From 15/02/2016,Uncompleted,New Sale,N.A,03,15,158745,Central Region,Bukit Merah
STIRLING RESIDENCES,23 Stirling Road  #16-12 ,1,59,Strata,1261000,-,21373,1986,13-JAN-2020,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148961,Central Region,Queenstown
PIERMONT GRAND,38 Sumang Walk  #07-36 ,1,78,Strata,954990,-,12243,1137,13-JAN-2020,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828624,North East Region,Punggol
BELYSA,59 Pasir Ris Drive 1  #01-15 ,1,137,Strata,1138000,-,8307,772,13-JAN-2020,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,HDB,18,51,519532,East Region,Pasir Ris
HERTFORD COLLECTION,40 Hertford Road  #05-06 ,1,103,Strata,1398000,-,13573,1261,13-JAN-2020,Apartment,Freehold,2013,Resale,N.A,08,21,219408,Central Region,Kallang
AVENUE SOUTH RESIDENCE,13 Silat Avenue  #42-38 ,1,67,Strata,1723000,-,25716,2389,13-JAN-2020,Apartment,99 Yrs From 14/08/2018,Uncompleted,New Sale,N.A,03,16,168878,Central Region,Bukit Merah
HIGH OAK CONDOMINIUM,11 Toh Tuck Road  #02-19 ,1,130,Strata,1400000,-,10769,1000,13-JAN-2020,Condominium,99 Yrs From 24/04/1996,1999,Resale,HDB,21,59,596290,Central Region,Bukit Timah
HILLSTA,66 Phoenix Road  #12-05 ,1,53,Strata,630000,-,11887,1104,13-JAN-2020,Condominium,99 Yrs From 03/10/2011,2016,Resale,HDB,23,66,668201,West Region,Bukit Batok
JADESCAPE,8 Shunfu Road  #06-32 ,1,132,Strata,2328500,-,17640,1639,12-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575745,Central Region,Bishan
PARC ESTA,914 Sims Avenue  #13-68 ,1,89,Strata,1565000,-,17584,1634,12-JAN-2020,Apartment,99 Yrs From 12/07/2018 ,Uncompleted,New Sale,N.A,14,40,408973,Central Region,Geylang
PARC CLEMATIS,8C Jalan Lempeng  #12-37 ,1,48,Strata,842000,-,17542,1630,12-JAN-2020,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
KENT RIDGE HILL RESIDENCES,62 South Buona Vista Road  #03-37 ,1,60,Strata,1109000,-,18483,1717,12-JAN-2020,Apartment,99 Yrs From 10/11/2018,Uncompleted,New Sale,N.A,05,11,118173,Central Region,Queenstown
MAYFAIR MODERN,6 Rifle Range Road  #07-15 ,1,47,Strata,1048000,-,22298,2072,12-JAN-2020,Condominium,99 Yrs From 18/09/2018,Uncompleted,New Sale,N.A,21,58,588375,Central Region,Bukit Timah
LEEDON GREEN,36 Leedon Heights  #01-49 ,1,223,Strata,6165200,-,27647,2568,12-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,26,266077,Central Region,Bukit Timah
SKY EVERTON,50 Everton Road  #17-08 ,1,89,Strata,2538000,-,28517,2649,12-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,02,08,089396,Central Region,Bukit Merah
PARC ESTA,910 Sims Avenue  #04-45 ,1,59,Strata,1076000,-,18237,1694,12-JAN-2020,Apartment,99 Yrs From 12/07/2018,Uncompleted,New Sale,N.A,14,40,408971,Central Region,Geylang
LEEDON GREEN,38 Leedon Heights  #01-53 ,1,226,Strata,6039600,-,26724,2483,12-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,26,266078,Central Region,Bukit Timah
TREASURE AT TAMPINES,55 Tampines Lane  #10-188 ,1,43,Strata,685112,-,15933,1480,12-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528458,East Region,Tampines
KENT RIDGE HILL RESIDENCES,66A South Buona Vista Road  #01-73 ,1,45,Strata,837540,-,18612,1729,12-JAN-2020,Apartment,99 Yrs From 10/11/2018,Uncompleted,New Sale,N.A,05,11,117327,Central Region,Queenstown
TREASURE AT TAMPINES,49 Tampines Lane  #09-165 ,1,43,Strata,681112,-,15840,1472,12-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528461,East Region,Tampines
TREASURE AT TAMPINES,5 Tampines Lane  #11-20 ,1,55,Strata,841112,-,15293,1421,12-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528485,East Region,Tampines
LEEDON GREEN,36 Leedon Heights  #01-44 ,1,241,Strata,6277700,-,26049,2420,12-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,26,266077,Central Region,Bukit Timah
CHUAN VILLAS,20 Chuan Close ,1,201,Land,1850000,-,9199,855,12-JAN-2020,Terrace House,99 Yrs From 04/12/1996,2000,Resale,N.A,19,55,554895,North East Region,Serangoon
PARC ESTA,900 Sims Avenue  #04-02 ,1,69,Strata,1249000,-,18101,1682,12-JAN-2020,Apartment,99 Yrs From 12/07/2018,Uncompleted,New Sale,N.A,14,40,408966,Central Region,Geylang
PARC ESTA,906 Sims Avenue  #04-29 ,1,59,Strata,1076000,-,18237,1694,12-JAN-2020,Apartment,99 Yrs From 12/07/2018,Uncompleted,New Sale,N.A,14,40,408969,Central Region,Geylang
