Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
D'HIRO@HILLSIDE,61 Hillside Drive  #03-01 ,1,104,Strata,1220000,-,11731,1090,21-JAN-2020,Apartment,999 Yrs From 01/09/1876,2011,Resale,N.A,19,54,549010,North East Region,Hougang
ELIAS GREEN,3 Elias Green  #06-06 ,1,142,Strata,1025000,-,7218,671,21-JAN-2020,Condominium,99 Yrs From 23/07/1991,1994,Resale,HDB,18,51,519960,East Region,Pasir Ris
N.A.,3 Jalan Girang ,1,280,Land,2900000,-,10372,964,21-JAN-2020,Terrace House,Freehold,Unknown,Resale,N.A,13,35,359175,North East Region,Serangoon
TREASURE AT TAMPINES,39 Tampines Lane  #07-128 ,1,61,Strata,880112,-,14428,1340,21-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528466,East Region,Tampines
LA FIESTA,54 Sengkang Square  #05-11 ,1,127,Strata,1500000,-,11811,1097,21-JAN-2020,Condominium,99 Yrs From 03/09/2012,2016,Resale,N.A,19,54,544832,North East Region,Sengkang
REFLECTIONS AT KEPPEL BAY,8 Keppel Bay View  #04-34 ,1,165,Strata,2920300,-,17699,1644,21-JAN-2020,Condominium,99 Yrs From 15/03/2006,2011,Resale,N.A,04,09,098406,Central Region,Bukit Merah
N.A.,15 Jalan Naga Sari ,1,345,Land,6000000,-,17411,1618,21-JAN-2020,Semi-Detached House,Freehold,Unknown,Resale,N.A,11,28,288845,Central Region,Bukit Timah
TYRWHITT 139,139 Tyrwhitt Road  #03-05 ,1,37,Strata,580000,-,15676,1456,21-JAN-2020,Apartment,Freehold,2009,Resale,N.A,08,20,207557,Central Region,Kallang
HOLLAND GROVE,91 Holland Grove View ,1,233,Land,3080000,-,13242,1230,21-JAN-2020,Semi-Detached House,99 Yrs From 21/04/1994,1997,Resale,N.A,10,27,276248,Central Region,Bukit Timah
FERRARIA PARK CONDOMINIUM,22 Flora Drive  #04-41 ,1,95,Strata,922000,-,9705,902,21-JAN-2020,Condominium,Freehold,2009,Resale,N.A,17,50,506948,East Region,Pasir Ris
JADESCAPE,12 Shunfu Road  #07-43 ,1,153,Strata,2700000,-,17647,1639,21-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575747,Central Region,Bishan
STEVENS LOFT,6 Stevens Drive  #04-08 ,1,114,Strata,1480000,-,12982,1206,21-JAN-2020,Apartment,Freehold,2003,Resale,N.A,10,25,257902,Central Region,Tanglin
N.A.,51 Hua Guan Avenue ,1,444,Land,9300000,-,20946,1946,21-JAN-2020,Detached House,999 Yrs From 07/05/1879,2019,Resale,N.A,21,58,589147,Central Region,Bukit Timah
VIEW AT KISMIS,21 Lorong Kismis  #03-24 ,1,66,Strata,1210000,-,18333,1703,20-JAN-2020,Apartment,99 Yrs From 31/05/2019,Uncompleted,New Sale,N.A,21,59,596187,Central Region,Bukit Timah
AVENUE SOUTH RESIDENCE,13 Silat Avenue  #21-44 ,1,49,Strata,1077000,-,21980,2042,20-JAN-2020,Apartment,99 Yrs From 14/08/2018,Uncompleted,New Sale,N.A,03,16,168878,Central Region,Bukit Merah
CRESCENDO PARK,6 Jalan Tua Kong  #03-07 ,1,125,Strata,1700000,-,13600,1263,20-JAN-2020,Condominium,Freehold,1996,Resale,N.A,15,45,457269,East Region,Bedok
CARIBBEAN AT KEPPEL BAY,26 Keppel Bay Drive  #01-37 ,1,207,Strata,3688000,-,17816,1655,20-JAN-2020,Condominium,99 Yrs From 16/08/1999,2004,Resale,N.A,04,09,098648,Central Region,Bukit Merah
AVENUE SOUTH RESIDENCE,11 Silat Avenue  #28-29 ,1,49,Strata,1185000,-,24184,2247,20-JAN-2020,Apartment,99 Yrs From 14/08/2018,Uncompleted,New Sale,N.A,03,16,168877,Central Region,Bukit Merah
THE SUITES AT CENTRAL,57B Devonshire Road  #19-06 ,1,134,Strata,3425000,-,25560,2375,20-JAN-2020,Condominium,Freehold,2009,Resale,N.A,09,23,239899,Central Region,River Valley
BISHOPSGATE RESIDENCES,1 Bishopsgate  #03-06 ,1,285,Strata,11200000,-,39298,3651,20-JAN-2020,Condominium,Freehold,2012,Resale,N.A,10,24,247676,Central Region,Tanglin
PARC ESTA,914 Sims Avenue  #14-62 ,1,69,Strata,1263000,-,18304,1701,20-JAN-2020,Apartment,99 Yrs From 12/07/2018,Uncompleted,New Sale,N.A,14,40,408973,Central Region,Geylang
PARC ESTA,914 Sims Avenue  #05-62 ,1,69,Strata,1227000,-,17783,1652,20-JAN-2020,Apartment,99 Yrs From 12/07/2018 ,Uncompleted,New Sale,N.A,14,40,408973,Central Region,Geylang
N.A.,37 Jalan Tari Serimpi ,1,156,Land,2200000,-,14094,1309,20-JAN-2020,Terrace House,999 Yrs From 01/01/1879,Unknown,Resale,HDB,28,79,799124,North East Region,Sengkang
BURGUNDY HILL,34 Burgundy Crescent ,1,244,Land,1850000,-,7585,705,20-JAN-2020,Semi-Detached House,99 Yrs From 01/03/1995,1999,Resale,HDB,23,65,658747,West Region,Bukit Batok
SIGNATURE PARK,54 Toh Tuck Road  #01-07 ,1,97,Strata,1260000,-,12990,1207,20-JAN-2020,Condominium,Freehold,1998,Resale,HDB,21,59,596745,Central Region,Bukit Timah
N.A.,29 Beng Wan Road ,1,367,Land,940000,-,2561,238,20-JAN-2020,Detached House,99 Yrs From 19/04/1949,Unknown,Resale,N.A,12,33,339856,Central Region,Kallang
WEST BAY CONDOMINIUM,56 West Coast Crescent  #01-10 ,1,83,Strata,768000,-,9253,860,20-JAN-2020,Condominium,99 Yrs From 01/03/1991,1993,Resale,N.A,05,12,128038,West Region,Clementi
JIA,65 Wilkie Road  #01-02 ,1,249,Strata,2150000,-,8635,802,20-JAN-2020,Apartment,Freehold,2011,Resale,N.A,09,22,228068,Central Region,Rochor
ROBINSON SUITES,50 Robinson Road  #10-04 ,1,46,Strata,1238000,-,26913,2500,20-JAN-2020,Apartment,Freehold,2016,Resale,N.A,01,06,068882,Central Region,Downtown Core
OPTIMA @ TANAH MERAH,82 Tanah Merah Kechil Avenue  #04-10 ,1,111,Strata,1370000,-,12342,1147,20-JAN-2020,Condominium,99 Yrs From 09/12/2008,2012,Resale,N.A,16,46,465515,East Region,Bedok
HAPPY ESTATE,1 Thomson Walk ,1,492,Land,4900000,-,9967,926,20-JAN-2020,Semi-Detached House,Freehold,1984,Resale,N.A,20,57,574449,North East Region,Ang Mo Kio
MIDTOWN RESIDENCES,1189 Upper Serangoon Road  #08-07 ,1,60,Strata,855000,-,14250,1324,20-JAN-2020,Apartment,99 Yrs From 24/01/2013,2016,Resale,HDB,19,53,534785,North East Region,Hougang
THE VIEW @ MEYER,46 Meyer Road  #05-02 ,1,62,Strata,1208000,-,19484,1810,20-JAN-2020,Apartment,Freehold,2009,Resale,N.A,15,43,437871,Central Region,Marine Parade
PARC BOTANNIA,10 Fernvale Street  #21-02 ,1,73,Strata,1082000,-,14822,1377,20-JAN-2020,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,N.A,28,79,797390,North East Region,Sengkang
WATERFORD RESIDENCE,23 Kim Yam Road  #04-07 ,1,91,Strata,1680000,-,18462,1715,20-JAN-2020,Apartment,999 Yrs From 01/07/1841,2010,Resale,N.A,09,23,239333,Central Region,River Valley
PEOPLE'S PARK COMPLEX,1 Park Road  #27-948 ,1,104,Strata,945000,-,9087,844,20-JAN-2020,Apartment,99 Yrs From 25/03/1968,1972,Resale,N.A,01,05,059108,Central Region,Outram
SELETAR HILLS ESTATE,42 Jalan Kechubong ,1,408,Land,3110000,-,7623,708,20-JAN-2020,Detached House,999 Yrs From 01/01/1879,Unknown,Resale,N.A,28,79,799405,North East Region,Hougang
REFLECTIONS AT KEPPEL BAY,8 Keppel Bay View  #01-34 ,1,173,Strata,2938000,-,16983,1578,20-JAN-2020,Condominium,99 Yrs From 15/03/2006,2011,Resale,N.A,04,09,098406,Central Region,Bukit Merah
SELETAR SPRINGS CONDOMINIUM,108 Gerald Drive  #01-24 ,1,147,Strata,1128000,-,7673,713,20-JAN-2020,Condominium,99 Yrs From 12/08/1997,2000,Resale,HDB,28,79,799035,North East Region,Hougang
STRATUM,90 Elias Road  #01-33 ,1,89,Strata,862000,-,9685,900,20-JAN-2020,Condominium,99 Yrs From 11/07/2012,2016,Resale,N.A,18,51,519950,East Region,Pasir Ris
YISHUN EMERALD,20 Canberra Drive  #15-02 ,1,123,Strata,1023088,-,8318,773,20-JAN-2020,Condominium,99 Yrs From 16/02/1998,2002,Resale,N.A,27,76,768425,North Region,Yishun
ELIAS GREEN,11 Elias Green  #04-01 ,1,141,Strata,1080000,-,7660,712,20-JAN-2020,Condominium,99 Yrs From 23/07/1991,1994,Resale,HDB,18,51,519964,East Region,Pasir Ris
OASIS @ ELIAS,62 Elias Road  #12-08 ,1,91,Strata,780000,-,8571,796,20-JAN-2020,Condominium,99 Yrs From 17/03/2008,2011,Resale,N.A,18,51,519939,East Region,Pasir Ris
PARC ESTA,908 Sims Avenue  #11-42 ,1,114,Strata,2060000,-,18070,1679,20-JAN-2020,Apartment,99 Yrs From 12/07/2018 ,Uncompleted,New Sale,N.A,14,40,408970,Central Region,Geylang
PARC ESTA,914 Sims Avenue  #13-61 ,1,69,Strata,1259000,-,18246,1695,20-JAN-2020,Apartment,99 Yrs From 12/07/2018 ,Uncompleted,New Sale,N.A,14,40,408973,Central Region,Geylang
COSTA DEL SOL,76 Bayshore Road  #05-20 ,1,137,Strata,1760000,-,12847,1193,20-JAN-2020,Condominium,99 Yrs From 05/05/1997,2003,Resale,N.A,16,46,469990,East Region,Bedok
SOPHIA RESIDENCE,5 Sophia Road  #14-02 ,1,249,Strata,3480000,-,13976,1298,20-JAN-2020,Condominium,Freehold,2014,Resale,HDB,09,22,228191,Central Region,Rochor
N.A.,38 Poole Road ,1,227,Land,4550000,-,20044,1862,20-JAN-2020,Semi-Detached House,Freehold,2002,Resale,N.A,15,43,437540,Central Region,Marine Parade
PRIVE,37 Punggol Field  #17-40 ,1,82,Strata,900000,-,10976,1020,20-JAN-2020,Executive Condominium,99 Yrs From 14/09/2010,2013,Resale,N.A,19,82,828809,North East Region,Punggol
AFFINITY AT SERANGOON,30 Serangoon North Avenue 1  #05-75 ,1,79,Strata,1293000,-,16367,1521,20-JAN-2020,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,N.A,19,55,554342,North East Region,Serangoon
FOURTH AVENUE RESIDENCES,18 Fourth Avenue  #01-68 ,1,66,Strata,1631000,-,24712,2296,20-JAN-2020,Apartment,99 Yrs From 07/03/2018,Uncompleted,New Sale,N.A,10,26,268679,Central Region,Bukit Timah
PEOPLE'S PARK COMPLEX,1 Park Road  #16-817 ,1,104,Strata,900000,-,8654,804,20-JAN-2020,Apartment,99 Yrs From 25/03/1968,1972,Resale,HDB,01,05,059108,Central Region,Outram
ARTRA,10 Alexandra View  #43-06 ,1,77,Strata,1768100,-,22962,2133,20-JAN-2020,Apartment,99 Yrs From 15/02/2016,Uncompleted,New Sale,N.A,03,15,158745,Central Region,Bukit Merah
FRANKEL ESTATE,117 Greenfield Drive ,1,262,Land,4300000,-,16418,1525,20-JAN-2020,Semi-Detached House,Freehold,2000,Resale,N.A,15,45,457981,East Region,Bedok
WALLICH RESIDENCE,3 Wallich Street  #61-01 ,1,326,Strata,17500000,-,53681,4987,20-JAN-2020,Apartment,99 Yrs From 21/02/2011,2017,Resale,N.A,02,07,078882,Central Region,Downtown Core
THE MINTON,14 Hougang Street 11  #10-72 ,1,113,Strata,1350000,-,11947,1110,20-JAN-2020,Condominium,99 Yrs From 27/07/2007,2013,Resale,N.A,19,53,534071,North East Region,Hougang
TREASURE AT TAMPINES,25 Tampines Lane  #10-88 ,1,96,Strata,1421112,-,14803,1375,20-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528473,East Region,Tampines
ONE HOLLAND VILLAGE RESIDENCES,1 Holland Village Way  #19-03 ,1,45,Strata,1373780,1364023,30312,2816,20-JAN-2020,Apartment,99 Yrs From 13/08/2018,Uncompleted,New Sale,N.A,10,27,275754,Central Region,Queenstown
N.A.,29 Haigsville Drive ,1,372,Land,4100000,-,11033,1025,20-JAN-2020,Semi-Detached House,Freehold,1963,Resale,N.A,15,43,438715,Central Region,Geylang
NORTH PARK RESIDENCES,27 Yishun Central 1  #07-57 ,1,102,Strata,1600000,-,15686,1457,20-JAN-2020,Apartment,99 Yrs From 19/03/2015,2018,Sub Sale,HDB,27,76,768803,North Region,Yishun
SKY EVERTON,50 Everton Road  #27-05 ,1,61,Strata,1852000,-,30361,2821,20-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,02,08,089396,Central Region,Bukit Merah
LUXUS HILLS,9 Luxus Hill Drive ,1,150,Land,3198000,-,21320,1981,20-JAN-2020,Terrace House,999 Yrs From 01/01/1879,2018,Resale,N.A,28,80,804809,North East Region,Serangoon
CHANGI RISE CONDOMINIUM,18 Simei Rise  #06-46 ,1,105,Strata,825000,-,7857,730,20-JAN-2020,Condominium,99 Yrs From 29/11/2000,2004,Resale,HDB,18,52,528808,East Region,Tampines
N.A.,527 Upper Changi Road ,1,303,Land,2950000,-,9726,904,20-JAN-2020,Terrace House,Freehold,2003,Resale,N.A,16,48,487042,East Region,Tampines
RIVERSOUND RESIDENCE,9A Sengkang East Avenue  #07-31 ,1,125,Strata,1300000,-,10400,966,20-JAN-2020,Condominium,99 Yrs From 26/08/2011,2015,Resale,HDB,19,54,544743,North East Region,Sengkang
KANDIS RESIDENCE,2 Kandis Link  #01-06 ,1,74,Strata,999000,-,13500,1254,20-JAN-2020,Condominium,99 Yrs From 11/07/2016,Uncompleted,New Sale,N.A,27,75,756967,North Region,Sembawang
N.A.,38 Jalan Isnin ,1,98,Land,1300000,-,13333,1239,20-JAN-2020,Terrace House,Freehold,Unknown,Resale,N.A,20,57,577976,Central Region,Bishan
AFFINITY AT SERANGOON,26 Serangoon North Avenue 1  #05-51 ,1,50,Strata,807000,-,16140,1499,20-JAN-2020,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,N.A,19,55,554340,North East Region,Serangoon
WATERFRONT ISLE,730 Bedok Reservoir Road  #09-04 ,1,128,Strata,1750000,-,13672,1270,20-JAN-2020,Condominium,99 Yrs From 26/11/2009,2015,Resale,N.A,16,47,479261,East Region,Bedok
MARINA ONE RESIDENCES,23 Marina Way  #20-33 ,1,108,Strata,2787751,-,25813,2398,20-JAN-2020,Apartment,99 Yrs From 01/07/2011,2017,Resale,N.A,01,01,018979,Central Region,Downtown Core
CHESTERVALE,39 Bangkit Road  #05-03 ,1,131,Strata,874000,-,6672,620,20-JAN-2020,Executive Condominium,99 Yrs From 17/03/1997,1999,Resale,HDB,23,67,679977,West Region,Bukit Panjang
PARC RIVIERA,103 West Coast Vale  #13-13 ,1,60,Strata,940000,-,15667,1455,20-JAN-2020,Condominium,99 Yrs From 11/11/2015,2019,Sub Sale,N.A,05,12,126754,West Region,Clementi
RIVERBANK @ FERNVALE,13 Fernvale Close  #02-15 ,1,88,Strata,950000,-,10795,1003,20-JAN-2020,Condominium,99 Yrs From 10/07/2013,2017,Resale,N.A,28,79,797476,North East Region,Sengkang
STADIA,27 Yio Chu Kang Road  #03-03 ,1,80,Strata,1000000,-,12500,1161,20-JAN-2020,Apartment,Freehold,2010,Resale,N.A,19,54,545542,North East Region,Serangoon
CAPITOL PARK,30 Jalan Adat ,1,170,Land,4900000,-,28857,2681,20-JAN-2020,Terrace House,Freehold,1968,Resale,N.A,11,29,299410,Central Region,Novena
THE ASTON,2 Kay Poh Road  #08-04 ,1,61,Strata,1000000,-,16393,1523,20-JAN-2020,Apartment,Freehold,2002,Resale,N.A,10,24,248973,Central Region,Tanglin
REFLECTIONS AT KEPPEL BAY,3 Keppel Bay View  #08-12 ,1,170,Strata,3396250,-,19978,1856,20-JAN-2020,Condominium,99 Yrs From 15/03/2006,2011,Resale,N.A,04,09,098403,Central Region,Bukit Merah
TREASURE AT TAMPINES,7 Tampines Lane  #10-27 ,1,96,Strata,1367112,-,14241,1323,20-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528487,East Region,Tampines
MARGARET VILLE,20 Margaret Drive  #26-08 ,1,110,Strata,2128854,-,19353,1798,20-JAN-2020,Apartment,99 Yrs From 13/03/2017,Uncompleted,New Sale,N.A,03,14,149312,Central Region,Queenstown
THE VISION,81 West Coast Crescent  #12-06 ,1,121,Strata,1680000,-,13884,1290,20-JAN-2020,Condominium,99 Yrs From 25/06/2008,2014,Resale,HDB,05,12,126794,West Region,Clementi
HIGH PARK RESIDENCES,21 Fernvale Road  #11-07 ,1,92,Strata,1170000,-,12717,1181,20-JAN-2020,Apartment,99 Yrs From 05/11/2014,2019,Sub Sale,N.A,28,79,797637,North East Region,Sengkang
RIVERBANK @ FERNVALE,11 Fernvale Close  #02-06 ,1,97,Strata,1140000,-,11753,1092,20-JAN-2020,Condominium,99 Yrs From 10/07/2013,2017,Resale,HDB,28,79,797475,North East Region,Sengkang
LIVIA,69 Pasir Ris Grove  #07-16 ,1,143,Strata,1360000,-,9510,884,20-JAN-2020,Condominium,99 Yrs From 07/01/2008,2011,Resale,HDB,18,51,518219,East Region,Pasir Ris
PARC ESTA,902 Sims Avenue  #04-16 ,1,49,Strata,952000,-,19429,1805,19-JAN-2020,Apartment,99 Yrs From 12/07/2018,Uncompleted,New Sale,N.A,14,40,408967,Central Region,Geylang
DUNEARN 386,386 Dunearn Road  #01-05 ,1,52,Strata,1398000,-,26885,2498,19-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,11,28,289599,Central Region,Bukit Timah
PARC CLEMATIS,8A Jalan Lempeng  #21-19 ,1,69,Strata,1266000,-,18348,1705,19-JAN-2020,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #29-12 ,1,99,Strata,1543240,-,15588,1448,19-JAN-2020,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,05,12,126752,West Region,Clementi
VAN HOLLAND,188 Holland Road  #03-06 ,1,72,Strata,2329000,-,32347,3005,19-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,27,278584,Central Region,Bukit Timah
TREASURE AT TAMPINES,41 Tampines Lane  #05-135 ,1,94,Strata,1353112,-,14395,1337,19-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528465,East Region,Tampines
JADESCAPE,12 Shunfu Road  #08-42 ,1,117,Strata,2110100,-,18035,1675,19-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575747,Central Region,Bishan
WHISTLER GRAND,107 West Coast Vale  #26-09 ,1,89,Strata,1392360,-,15644,1453,19-JAN-2020,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,05,12,126751,West Region,Clementi
THE GARDEN RESIDENCES,1 Serangoon North View  #15-07 ,1,57,Strata,888880,-,15594,1449,19-JAN-2020,Apartment,99 Yrs From 30/10/2017,Uncompleted,New Sale,N.A,19,55,554343,North East Region,Serangoon
JADESCAPE,6 Shunfu Road  #20-26 ,1,60,Strata,1168900,-,19482,1810,19-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575744,Central Region,Bishan
THE TRE VER,62 Potong Pasir Avenue 1  #14-14 ,1,70,Strata,1257000,-,17957,1668,19-JAN-2020,Condominium,99 Yrs From 27/03/2018,Uncompleted,New Sale,N.A,13,35,358392,Central Region,Toa Payoh
PARC CLEMATIS,8B Jalan Lempeng  #13-32 ,1,64,Strata,1074000,-,16781,1559,19-JAN-2020,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #18-62 ,1,100,Strata,1772000,-,17720,1646,19-JAN-2020,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,126740,West Region,Clementi
ONE HOLLAND VILLAGE RESIDENCES,1 Holland Village Way  #24-03 ,1,45,Strata,1385650,1368905,30420,2826,19-JAN-2020,Apartment,99 Yrs From 13/08/2018,Uncompleted,New Sale,N.A,10,27,275754,Central Region,Queenstown
THE TRE VER,66 Potong Pasir Avenue 1  #19-26 ,1,69,Strata,1264000,-,18319,1702,19-JAN-2020,Condominium,99 Yrs From 27/03/2018,Uncompleted,New Sale,N.A,13,35,358394,Central Region,Toa Payoh
THE TRE VER,68 Potong Pasir Avenue 1  #04-34 ,1,69,Strata,1198000,-,17362,1613,19-JAN-2020,Condominium,99 Yrs From 27/03/2018,Uncompleted,New Sale,N.A,13,35,358395,Central Region,Toa Payoh
TREASURE AT TAMPINES,13 Tampines Lane  #06-53 ,1,94,Strata,1355112,-,14416,1339,19-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528479,East Region,Tampines
TREASURE AT TAMPINES,25 Tampines Lane  #11-88 ,1,96,Strata,1428112,-,14876,1382,19-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528473,East Region,Tampines
LEEDON GREEN,32 Leedon Heights  #09-26 ,1,65,Strata,1993600,-,30671,2849,19-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,26,266075,Central Region,Bukit Timah
COASTLINE RESIDENCES,9 Amber Road  #07-05 ,1,42,Strata,1083000,-,25786,2396,19-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,15,43,439854,Central Region,Marine Parade
JADESCAPE,8 Shunfu Road  #06-31 ,1,71,Strata,1288300,-,18145,1686,19-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575745,Central Region,Bishan
TREASURE AT TAMPINES,39 Tampines Lane  #03-128 ,1,61,Strata,863112,-,14149,1315,19-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528466,East Region,Tampines
THE FLORENCE RESIDENCES,89 Hougang Avenue 2  #09-42 ,1,83,Strata,1390000,-,16747,1556,19-JAN-2020,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,538863,North East Region,Hougang
TREASURE AT TAMPINES,33 Tampines Lane  #05-107 ,1,160,Strata,1923112,-,12019,1117,19-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528469,East Region,Tampines
TREASURE AT TAMPINES,39 Tampines Lane  #09-125 ,1,43,Strata,681112,-,15840,1472,19-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528466,East Region,Tampines
WHISTLER GRAND,109 West Coast Vale  #31-21 ,1,89,Strata,1417780,-,15930,1480,19-JAN-2020,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,05,12,126752,West Region,Clementi
PARC ESTA,910 Sims Avenue  #03-45 ,1,59,Strata,1071000,-,18153,1686,18-JAN-2020,Apartment,99 Yrs From 12/07/2018 ,Uncompleted,New Sale,N.A,14,40,408971,Central Region,Geylang
THE FLORENCE RESIDENCES,87 Hougang Avenue 2  #05-28 ,1,59,Strata,950000,-,16102,1496,18-JAN-2020,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,538862,North East Region,Hougang
LE QUEST,10 Bukit Batok Street 41  #16-29 ,1,122,Strata,1727000,-,14156,1315,18-JAN-2020,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,N.A,23,65,657977,West Region,Bukit Batok
WHISTLER GRAND,107 West Coast Vale  #08-03 ,1,119,Strata,1658340,-,13936,1295,18-JAN-2020,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,05,12,126751,West Region,Clementi
MARGARET VILLE,20 Margaret Drive  #13-08 ,1,110,Strata,2055354,-,18685,1736,18-JAN-2020,Apartment,99 Yrs From 13/03/2017,Uncompleted,New Sale,N.A,03,14,149312,Central Region,Queenstown
TREASURE AT TAMPINES,53 Tampines Lane  #09-181 ,1,43,Strata,689112,-,16026,1489,18-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528459,East Region,Tampines
AVENUE SOUTH RESIDENCE,13 Silat Avenue  #23-40 ,1,61,Strata,1406000,-,23049,2141,18-JAN-2020,Apartment,99 Yrs From 14/08/2018,Uncompleted,New Sale,N.A,03,16,168878,Central Region,Bukit Merah
3 CUSCADEN,3 Cuscaden Walk  #13-02 ,1,44,Strata,1631960,-,37090,3446,18-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,10,24,249690,Central Region,River Valley
MIDTOWN BAY,122 Beach Road  #10-03 ,1,43,Strata,1342100,1306100,30374,2822,18-JAN-2020,Apartment,99 Yrs From 02/01/2018,Uncompleted,New Sale,N.A,07,18,189770,Central Region,Downtown Core
TREASURE AT TAMPINES,11 Tampines Lane  #07-41 ,1,63,Strata,930112,-,14764,1372,18-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528480,East Region,Tampines
KANDIS RESIDENCE,6 Kandis Link  #04-09 ,1,68,Strata,908000,-,13353,1241,18-JAN-2020,Condominium,99 Yrs From 11/07/2016,Uncompleted,New Sale,N.A,27,75,756969,North Region,Sembawang
VIEW AT KISMIS,21 Lorong Kismis  #02-19 ,1,55,Strata,1000000,-,18182,1689,18-JAN-2020,Apartment,99 Yrs From 31/05/2019,Uncompleted,New Sale,N.A,21,59,596187,Central Region,Bukit Timah
PARC CLEMATIS,8F Jalan Lempeng  #12-64 ,1,69,Strata,1223000,-,17725,1647,18-JAN-2020,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,126740,West Region,Clementi
PARC CLEMATIS,8D Jalan Lempeng  #13-44 ,1,68,Strata,1187000,-,17456,1622,18-JAN-2020,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128826,West Region,Clementi
ONE HOLLAND VILLAGE RESIDENCES,1 Holland Village Way  #21-03 ,1,45,Strata,1395350,1385485,30789,2860,18-JAN-2020,Apartment,99 Yrs From 13/08/2018,Uncompleted,New Sale,N.A,10,27,275754,Central Region,Queenstown
ONE HOLLAND VILLAGE RESIDENCES,1 Holland Village Way  #21-04 ,1,45,Strata,1424770,1414758,31439,2921,18-JAN-2020,Apartment,99 Yrs From 13/08/2018,Uncompleted,New Sale,N.A,10,27,275754,Central Region,Queenstown
LEEDON GREEN,38 Leedon Heights  #08-57 ,1,139,Strata,4180800,-,30078,2794,18-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,26,266078,Central Region,Bukit Timah
LEEDON GREEN,38 Leedon Heights  #08-51 ,1,57,Strata,1756400,-,30814,2863,18-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,26,266078,Central Region,Bukit Timah
PARC ESTA,902 Sims Avenue  #09-17 ,1,89,Strata,1530000,-,17191,1597,18-JAN-2020,Apartment,99 Yrs From 12/07/2018 ,Uncompleted,New Sale,N.A,14,40,408967,Central Region,Geylang
PARC CLEMATIS,8D Jalan Lempeng  #14-44 ,1,68,Strata,1191000,-,17515,1627,18-JAN-2020,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128826,West Region,Clementi
